sample,time,window,precision,modulation,band,measured
243,2018-06-14 08:59:29.111703,0.0002,2.0000200002000022e-09,4,17,6.721067210672107e-05
244,2018-06-14 08:59:29.985583,0.0002,2.0000200002000022e-09,9,48,6.721067210672107e-05
245,2018-06-14 08:59:30.828040,0.0002,2.0000200002000022e-09,1,41,6.987869878698788e-05
246,2018-06-14 08:59:31.687001,0.0002,2.0000200002000022e-09,7,15,6.756467564675647e-05
247,2018-06-14 08:59:32.528346,0.0002,2.0000200002000022e-09,8,5,6.731467314673147e-05
248,2018-06-14 08:59:33.375014,0.0002,2.0000200002000022e-09,2,1,6.725267252672528e-05
249,2018-06-14 08:59:34.217750,0.0002,2.0000200002000022e-09,5,6,6.791867918679187e-05
250,2018-06-14 08:59:35.065330,0.0002,2.0000200002000022e-09,0,26,7.812678126781268e-05
251,2018-06-14 08:59:35.903427,0.0002,2.0000200002000022e-09,3,44,6.720867208672087e-05
252,2018-06-14 08:59:36.736749,0.0002,2.0000200002000022e-09,1,47,6.731467314673147e-05
253,2018-06-14 08:59:37.580477,0.0002,2.0000200002000022e-09,4,21,6.721067210672107e-05
254,2018-06-14 08:59:38.418718,0.0002,2.0000200002000022e-09,8,29,7.810678106781069e-05
255,2018-06-14 08:59:39.297207,0.0002,2.0000200002000022e-09,6,44,6.721067210672107e-05
256,2018-06-14 08:59:40.134662,0.0002,2.0000200002000022e-09,8,46,6.733467334673348e-05
257,2018-06-14 08:59:40.971277,0.0002,2.0000200002000022e-09,3,13,6.987669876698768e-05
258,2018-06-14 08:59:41.852340,0.0002,2.0000200002000022e-09,8,17,6.720867208672087e-05
259,2018-06-14 08:59:42.692058,0.0002,2.0000200002000022e-09,7,17,6.733467334673348e-05
260,2018-06-14 08:59:43.532240,0.0002,2.0000200002000022e-09,3,35,6.721067210672107e-05
261,2018-06-14 08:59:44.406863,0.0002,2.0000200002000022e-09,4,12,6.721067210672107e-05
262,2018-06-14 08:59:45.276117,0.0002,2.0000200002000022e-09,0,0,6.727267272672727e-05
263,2018-06-14 08:59:46.109130,0.0002,2.0000200002000022e-09,1,1,6.733467334673348e-05
264,2018-06-14 08:59:46.935202,0.0002,2.0000200002000022e-09,2,1,6.731467314673147e-05
265,2018-06-14 08:59:47.809519,0.0002,2.0000200002000022e-09,4,5,6.721067210672107e-05
266,2018-06-14 08:59:48.736711,0.0002,2.0000200002000022e-09,5,24,6.725267252672528e-05
267,2018-06-14 08:59:49.624875,0.0002,2.0000200002000022e-09,7,39,6.721067210672107e-05
268,2018-06-14 08:59:50.459345,0.0002,2.0000200002000022e-09,4,41,6.993869938699388e-05
269,2018-06-14 08:59:51.377753,0.0002,2.0000200002000022e-09,5,21,6.725067250672508e-05
270,2018-06-14 08:59:52.326737,0.0002,2.0000200002000022e-09,4,20,6.720867208672087e-05
271,2018-06-14 08:59:53.274818,0.0002,2.0000200002000022e-09,0,51,6.994069940699408e-05
272,2018-06-14 08:59:54.170844,0.0002,2.0000200002000022e-09,7,2,6.733667336673368e-05
273,2018-06-14 08:59:55.102727,0.0002,2.0000200002000022e-09,6,51,6.721067210672107e-05
274,2018-06-14 08:59:56.041467,0.0002,2.0000200002000022e-09,0,49,6.733467334673348e-05
275,2018-06-14 08:59:56.943008,0.0002,2.0000200002000022e-09,2,36,6.725267252672528e-05
276,2018-06-14 08:59:57.926922,0.0002,2.0000200002000022e-09,0,28,6.994069940699408e-05
277,2018-06-14 08:59:58.776871,0.0002,2.0000200002000022e-09,2,51,6.725267252672528e-05
278,2018-06-14 08:59:59.637228,0.0002,2.0000200002000022e-09,2,31,6.725267252672528e-05
279,2018-06-14 09:00:00.501496,0.0002,2.0000200002000022e-09,0,51,6.721067210672107e-05
280,2018-06-14 09:00:01.401942,0.0002,2.0000200002000022e-09,6,20,6.721067210672107e-05
281,2018-06-14 09:00:02.242933,0.0002,2.0000200002000022e-09,4,36,6.721067210672107e-05
282,2018-06-14 09:00:03.144075,0.0002,2.0000200002000022e-09,6,2,6.727267272672727e-05
283,2018-06-14 09:00:04.011796,0.0002,2.0000200002000022e-09,3,39,6.720867208672087e-05
284,2018-06-14 09:00:04.901536,0.0002,2.0000200002000022e-09,5,39,6.735467354673548e-05
285,2018-06-14 09:00:05.741660,0.0002,2.0000200002000022e-09,8,32,6.727267272672727e-05
286,2018-06-14 09:00:06.581041,0.0002,2.0000200002000022e-09,0,13,6.731267312673127e-05
287,2018-06-14 09:00:07.436219,0.0002,2.0000200002000022e-09,1,15,6.727267272672727e-05
288,2018-06-14 09:00:08.328561,0.0002,2.0000200002000022e-09,3,11,6.721067210672107e-05
289,2018-06-14 09:00:09.164777,0.0002,2.0000200002000022e-09,2,32,6.731467314673147e-05
290,2018-06-14 09:00:10.004447,0.0002,2.0000200002000022e-09,4,2,6.758467584675848e-05
291,2018-06-14 09:00:10.880924,0.0002,2.0000200002000022e-09,1,46,6.756467564675647e-05
292,2018-06-14 09:00:11.755250,0.0002,2.0000200002000022e-09,3,19,6.727267272672727e-05
293,2018-06-14 09:00:12.635091,0.0002,2.0000200002000022e-09,5,28,6.725267252672528e-05
294,2018-06-14 09:00:13.477907,0.0002,2.0000200002000022e-09,4,48,7.810678106781069e-05
295,2018-06-14 09:00:14.327084,0.0002,2.0000200002000022e-09,6,21,6.987669876698768e-05
296,2018-06-14 09:00:15.244406,0.0002,2.0000200002000022e-09,4,14,7.812678126781268e-05
297,2018-06-14 09:00:16.152722,0.0002,2.0000200002000022e-09,1,33,6.721067210672107e-05
298,2018-06-14 09:00:16.991673,0.0002,2.0000200002000022e-09,9,23,6.721067210672107e-05
299,2018-06-14 09:00:17.922258,0.0002,2.0000200002000022e-09,9,45,6.733667336673368e-05
300,2018-06-14 09:00:18.806671,0.0002,2.0000200002000022e-09,3,11,7.812678126781268e-05
301,2018-06-14 09:00:19.647942,0.0002,2.0000200002000022e-09,3,41,6.733467334673348e-05
302,2018-06-14 09:00:20.645223,0.0002,2.0000200002000022e-09,5,31,6.731467314673147e-05
303,2018-06-14 09:00:21.483205,0.0002,2.0000200002000022e-09,0,26,6.721067210672107e-05
304,2018-06-14 09:00:22.413932,0.0002,2.0000200002000022e-09,1,22,6.733467334673348e-05
305,2018-06-14 09:00:23.253902,0.0002,2.0000200002000022e-09,8,27,6.721067210672107e-05
306,2018-06-14 09:00:24.133596,0.0002,2.0000200002000022e-09,1,6,6.731267312673127e-05
307,2018-06-14 09:00:25.029688,0.0002,2.0000200002000022e-09,2,51,6.731467314673147e-05
308,2018-06-14 09:00:25.909435,0.0002,2.0000200002000022e-09,5,51,6.998069980699808e-05
309,2018-06-14 09:00:26.751112,0.0002,2.0000200002000022e-09,1,3,6.733467334673348e-05
310,2018-06-14 09:00:27.602916,0.0002,2.0000200002000022e-09,5,46,6.991869918699188e-05
311,2018-06-14 09:00:28.439707,0.0002,2.0000200002000022e-09,9,16,6.733467334673348e-05
312,2018-06-14 09:00:29.278188,0.0002,2.0000200002000022e-09,9,8,6.758467584675848e-05
313,2018-06-14 09:00:30.126557,0.0002,2.0000200002000022e-09,3,51,6.721067210672107e-05
314,2018-06-14 09:00:30.967146,0.0002,2.0000200002000022e-09,0,18,6.721067210672107e-05
315,2018-06-14 09:00:31.854007,0.0002,2.0000200002000022e-09,0,11,6.721067210672107e-05
316,2018-06-14 09:00:32.774967,0.0002,2.0000200002000022e-09,2,14,6.998069980699808e-05
317,2018-06-14 09:00:33.626385,0.0002,2.0000200002000022e-09,1,50,7.812678126781268e-05
318,2018-06-14 09:00:34.481494,0.0002,2.0000200002000022e-09,7,34,6.733467334673348e-05
319,2018-06-14 09:00:35.358767,0.0002,2.0000200002000022e-09,0,13,6.721067210672107e-05
320,2018-06-14 09:00:36.204533,0.0002,2.0000200002000022e-09,6,42,6.727267272672727e-05
321,2018-06-14 09:00:37.042903,0.0002,2.0000200002000022e-09,9,24,6.760667606676067e-05
322,2018-06-14 09:00:37.887852,0.0002,2.0000200002000022e-09,7,3,6.758467584675848e-05
323,2018-06-14 09:00:38.803075,0.0002,2.0000200002000022e-09,4,49,7.812678126781268e-05
324,2018-06-14 09:00:39.647455,0.0002,2.0000200002000022e-09,8,51,6.733667336673368e-05
325,2018-06-14 09:00:40.484919,0.0002,2.0000200002000022e-09,7,17,6.720867208672087e-05
326,2018-06-14 09:00:41.335918,0.0002,2.0000200002000022e-09,7,43,6.720867208672087e-05
327,2018-06-14 09:00:42.189236,0.0002,2.0000200002000022e-09,4,5,7.812678126781268e-05
328,2018-06-14 09:00:43.043517,0.0002,2.0000200002000022e-09,5,14,6.737667376673767e-05
329,2018-06-14 09:00:43.926320,0.0002,2.0000200002000022e-09,5,51,6.791867918679187e-05
330,2018-06-14 09:00:44.764406,0.0002,2.0000200002000022e-09,1,0,6.727267272672727e-05
331,2018-06-14 09:00:45.603579,0.0002,2.0000200002000022e-09,7,7,7.812678126781268e-05
332,2018-06-14 09:00:46.453819,0.0002,2.0000200002000022e-09,3,28,6.721067210672107e-05
333,2018-06-14 09:00:47.310338,0.0002,2.0000200002000022e-09,9,4,6.721067210672107e-05
334,2018-06-14 09:00:48.153657,0.0002,2.0000200002000022e-09,1,36,6.721067210672107e-05
335,2018-06-14 09:00:48.993736,0.0002,2.0000200002000022e-09,3,23,6.721067210672107e-05
336,2018-06-14 09:00:49.845805,0.0002,2.0000200002000022e-09,4,23,6.994069940699408e-05
337,2018-06-14 09:00:50.675603,0.0002,2.0000200002000022e-09,1,38,6.721067210672107e-05
338,2018-06-14 09:00:51.522958,0.0002,2.0000200002000022e-09,8,22,6.733467334673348e-05
339,2018-06-14 09:00:52.360405,0.0002,2.0000200002000022e-09,4,23,7.810678106781069e-05
340,2018-06-14 09:00:53.195117,0.0002,2.0000200002000022e-09,2,1,7.81687816878169e-05
341,2018-06-14 09:00:54.082319,0.0002,2.0000200002000022e-09,2,0,6.737667376673767e-05
342,2018-06-14 09:00:54.977327,0.0002,2.0000200002000022e-09,2,8,6.758667586675868e-05
343,2018-06-14 09:00:55.822666,0.0002,2.0000200002000022e-09,7,2,6.721067210672107e-05
344,2018-06-14 09:00:56.672129,0.0002,2.0000200002000022e-09,3,36,6.987669876698768e-05
345,2018-06-14 09:00:57.559511,0.0002,2.0000200002000022e-09,0,21,6.721067210672107e-05
346,2018-06-14 09:00:58.438433,0.0002,2.0000200002000022e-09,9,31,6.721267212672127e-05
347,2018-06-14 09:00:59.276993,0.0002,2.0000200002000022e-09,7,5,6.727267272672727e-05
348,2018-06-14 09:01:00.119634,0.0002,2.0000200002000022e-09,5,8,6.725267252672528e-05
349,2018-06-14 09:01:01.015616,0.0002,2.0000200002000022e-09,7,45,6.733467334673348e-05
350,2018-06-14 09:01:01.857857,0.0002,2.0000200002000022e-09,9,22,6.727267272672727e-05
351,2018-06-14 09:01:02.697267,0.0002,2.0000200002000022e-09,1,31,6.733667336673368e-05
352,2018-06-14 09:01:03.532903,0.0002,2.0000200002000022e-09,0,34,6.731267312673127e-05
353,2018-06-14 09:01:04.413797,0.0002,2.0000200002000022e-09,1,20,6.733667336673368e-05
354,2018-06-14 09:01:05.294606,0.0002,2.0000200002000022e-09,6,6,6.721067210672107e-05
355,2018-06-14 09:01:06.150969,0.0002,2.0000200002000022e-09,2,26,6.991869918699188e-05
356,2018-06-14 09:01:07.014984,0.0002,2.0000200002000022e-09,3,35,6.733467334673348e-05
357,2018-06-14 09:01:07.869330,0.0002,2.0000200002000022e-09,1,40,6.758667586675868e-05
358,2018-06-14 09:01:08.708141,0.0002,2.0000200002000022e-09,5,25,7.81687816878169e-05
359,2018-06-14 09:01:09.585005,0.0002,2.0000200002000022e-09,5,6,7.814878148781489e-05
360,2018-06-14 09:01:10.418920,0.0002,2.0000200002000022e-09,5,50,6.731467314673147e-05
361,2018-06-14 09:01:11.293573,0.0002,2.0000200002000022e-09,9,44,6.756467564675647e-05
362,2018-06-14 09:01:12.136224,0.0002,2.0000200002000022e-09,4,7,6.727267272672727e-05
363,2018-06-14 09:01:12.970537,0.0002,2.0000200002000022e-09,4,39,6.733467334673348e-05
364,2018-06-14 09:01:13.811286,0.0002,2.0000200002000022e-09,7,14,6.721067210672107e-05
365,2018-06-14 09:01:14.652275,0.0002,2.0000200002000022e-09,8,33,6.721067210672107e-05
366,2018-06-14 09:01:15.580131,0.0002,2.0000200002000022e-09,5,27,6.737667376673767e-05
367,2018-06-14 09:01:16.428087,0.0002,2.0000200002000022e-09,1,34,6.720867208672087e-05
368,2018-06-14 09:01:17.301387,0.0002,2.0000200002000022e-09,7,20,7.812678126781268e-05
369,2018-06-14 09:01:18.178762,0.0002,2.0000200002000022e-09,4,51,6.720867208672087e-05
370,2018-06-14 09:01:19.052433,0.0002,2.0000200002000022e-09,4,14,6.727267272672727e-05
371,2018-06-14 09:01:19.930896,0.0002,2.0000200002000022e-09,8,9,6.721067210672107e-05
372,2018-06-14 09:01:20.770120,0.0002,2.0000200002000022e-09,1,31,6.720867208672087e-05
373,2018-06-14 09:01:21.620487,0.0002,2.0000200002000022e-09,0,27,6.721067210672107e-05
374,2018-06-14 09:01:22.510219,0.0002,2.0000200002000022e-09,8,7,6.785667856678567e-05
375,2018-06-14 09:01:23.400775,0.0002,2.0000200002000022e-09,7,27,6.721067210672107e-05
376,2018-06-14 09:01:24.332581,0.0002,2.0000200002000022e-09,0,46,6.721067210672107e-05
377,2018-06-14 09:01:25.206939,0.0002,2.0000200002000022e-09,5,7,6.731667316673167e-05
378,2018-06-14 09:01:26.056880,0.0002,2.0000200002000022e-09,6,22,7.812878128781288e-05
379,2018-06-14 09:01:26.890507,0.0002,2.0000200002000022e-09,0,5,6.721067210672107e-05
380,2018-06-14 09:01:27.729104,0.0002,2.0000200002000022e-09,0,47,6.727267272672727e-05
381,2018-06-14 09:01:28.576380,0.0002,2.0000200002000022e-09,2,19,7.81687816878169e-05
382,2018-06-14 09:01:29.419478,0.0002,2.0000200002000022e-09,5,9,6.725267252672528e-05
383,2018-06-14 09:01:30.275587,0.0002,2.0000200002000022e-09,2,15,6.737867378673787e-05
384,2018-06-14 09:01:31.153449,0.0002,2.0000200002000022e-09,8,5,6.721067210672107e-05
385,2018-06-14 09:01:32.069041,0.0002,2.0000200002000022e-09,0,3,6.720867208672087e-05
386,2018-06-14 09:01:32.915284,0.0002,2.0000200002000022e-09,5,39,6.737667376673767e-05
387,2018-06-14 09:01:33.804927,0.0002,2.0000200002000022e-09,7,47,6.721067210672107e-05
388,2018-06-14 09:01:34.694797,0.0002,2.0000200002000022e-09,3,4,6.721067210672107e-05
389,2018-06-14 09:01:35.577068,0.0002,2.0000200002000022e-09,4,5,6.987669876698768e-05
390,2018-06-14 09:01:36.428032,0.0002,2.0000200002000022e-09,0,10,6.721067210672107e-05
391,2018-06-14 09:01:37.267907,0.0002,2.0000200002000022e-09,4,39,6.721067210672107e-05
392,2018-06-14 09:01:38.160222,0.0002,2.0000200002000022e-09,7,29,6.758467584675848e-05
393,2018-06-14 09:01:38.987148,0.0002,2.0000200002000022e-09,5,51,6.725067250672508e-05
394,2018-06-14 09:01:39.827630,0.0002,2.0000200002000022e-09,3,4,6.987669876698768e-05
395,2018-06-14 09:01:40.705285,0.0002,2.0000200002000022e-09,3,10,6.720867208672087e-05
396,2018-06-14 09:01:41.622035,0.0002,2.0000200002000022e-09,5,25,6.737667376673767e-05
397,2018-06-14 09:01:42.474326,0.0002,2.0000200002000022e-09,8,43,6.731467314673147e-05
398,2018-06-14 09:01:43.330534,0.0002,2.0000200002000022e-09,1,28,6.733667336673368e-05
399,2018-06-14 09:01:44.168594,0.0002,2.0000200002000022e-09,6,46,6.987669876698768e-05
400,2018-06-14 09:01:45.042869,0.0002,2.0000200002000022e-09,7,24,6.721067210672107e-05
401,2018-06-14 09:01:45.915821,0.0002,2.0000200002000022e-09,5,47,6.737667376673767e-05
402,2018-06-14 09:01:46.762576,0.0002,2.0000200002000022e-09,8,5,6.731467314673147e-05
403,2018-06-14 09:01:47.609155,0.0002,2.0000200002000022e-09,9,47,6.756467564675647e-05
404,2018-06-14 09:01:48.488444,0.0002,2.0000200002000022e-09,4,37,6.733467334673348e-05
405,2018-06-14 09:01:49.334299,0.0002,2.0000200002000022e-09,2,38,6.731467314673147e-05
406,2018-06-14 09:01:50.190175,0.0002,2.0000200002000022e-09,9,6,6.733467334673348e-05
407,2018-06-14 09:01:51.156045,0.0002,2.0000200002000022e-09,2,40,6.725067250672508e-05
408,2018-06-14 09:01:52.042549,0.0002,2.0000200002000022e-09,6,6,6.993869938699388e-05
409,2018-06-14 09:01:52.881315,0.0002,2.0000200002000022e-09,6,46,6.785467854678547e-05
410,2018-06-14 09:01:53.766382,0.0002,2.0000200002000022e-09,8,13,6.727467274672747e-05
411,2018-06-14 09:01:54.614465,0.0002,2.0000200002000022e-09,1,34,6.993869938699388e-05
412,2018-06-14 09:01:55.463561,0.0002,2.0000200002000022e-09,8,34,6.987669876698768e-05
413,2018-06-14 09:01:56.319442,0.0002,2.0000200002000022e-09,2,45,6.737667376673767e-05
414,2018-06-14 09:01:57.173935,0.0002,2.0000200002000022e-09,6,25,6.785667856678567e-05
415,2018-06-14 09:01:58.018318,0.0002,2.0000200002000022e-09,6,49,6.721067210672107e-05
416,2018-06-14 09:01:58.857125,0.0002,2.0000200002000022e-09,3,37,6.721067210672107e-05
417,2018-06-14 09:01:59.739276,0.0002,2.0000200002000022e-09,9,9,6.731467314673147e-05
418,2018-06-14 09:02:00.588182,0.0002,2.0000200002000022e-09,7,29,6.731467314673147e-05
419,2018-06-14 09:02:01.430383,0.0002,2.0000200002000022e-09,1,49,6.720867208672087e-05
420,2018-06-14 09:02:02.277767,0.0002,2.0000200002000022e-09,3,37,6.731467314673147e-05
421,2018-06-14 09:02:03.118660,0.0002,2.0000200002000022e-09,2,31,6.737667376673767e-05
422,2018-06-14 09:02:04.044385,0.0002,2.0000200002000022e-09,7,23,6.720867208672087e-05
423,2018-06-14 09:02:04.882429,0.0002,2.0000200002000022e-09,9,25,7.812678126781268e-05
424,2018-06-14 09:02:05.762451,0.0002,2.0000200002000022e-09,6,29,6.987669876698768e-05
425,2018-06-14 09:02:06.615297,0.0002,2.0000200002000022e-09,6,30,6.727267272672727e-05
426,2018-06-14 09:02:07.459668,0.0002,2.0000200002000022e-09,3,17,6.756467564675647e-05
427,2018-06-14 09:02:08.313851,0.0002,2.0000200002000022e-09,9,42,6.727467274672747e-05
428,2018-06-14 09:02:09.163595,0.0002,2.0000200002000022e-09,2,39,6.725267252672528e-05
429,2018-06-14 09:02:10.022432,0.0002,2.0000200002000022e-09,8,47,6.733467334673348e-05
430,2018-06-14 09:02:10.878950,0.0002,2.0000200002000022e-09,5,38,6.731467314673147e-05
431,2018-06-14 09:02:11.755780,0.0002,2.0000200002000022e-09,5,12,6.725067250672508e-05
432,2018-06-14 09:02:12.637561,0.0002,2.0000200002000022e-09,8,24,6.727267272672727e-05
433,2018-06-14 09:02:13.468871,0.0002,2.0000200002000022e-09,8,32,6.721067210672107e-05
434,2018-06-14 09:02:14.349661,0.0002,2.0000200002000022e-09,5,7,6.725267252672528e-05
435,2018-06-14 09:02:15.197330,0.0002,2.0000200002000022e-09,2,42,6.731467314673147e-05
436,2018-06-14 09:02:16.036864,0.0002,2.0000200002000022e-09,7,16,6.733667336673368e-05
437,2018-06-14 09:02:16.919289,0.0002,2.0000200002000022e-09,3,27,6.721067210672107e-05
438,2018-06-14 09:02:17.781348,0.0002,2.0000200002000022e-09,4,41,6.731467314673147e-05
439,2018-06-14 09:02:18.659658,0.0002,2.0000200002000022e-09,1,8,6.721067210672107e-05
440,2018-06-14 09:02:19.499810,0.0002,2.0000200002000022e-09,3,4,6.721067210672107e-05
441,2018-06-14 09:02:20.427690,0.0002,2.0000200002000022e-09,3,50,6.733667336673368e-05
442,2018-06-14 09:02:21.272825,0.0002,2.0000200002000022e-09,7,17,6.758467584675848e-05
443,2018-06-14 09:02:22.116787,0.0002,2.0000200002000022e-09,9,0,6.756267562675627e-05
444,2018-06-14 09:02:23.001740,0.0002,2.0000200002000022e-09,7,35,6.731467314673147e-05
445,2018-06-14 09:02:23.851736,0.0002,2.0000200002000022e-09,4,10,6.987669876698768e-05
446,2018-06-14 09:02:24.692072,0.0002,2.0000200002000022e-09,2,25,7.81687816878169e-05
447,2018-06-14 09:02:25.549200,0.0002,2.0000200002000022e-09,4,6,6.727267272672727e-05
448,2018-06-14 09:02:26.389903,0.0002,2.0000200002000022e-09,9,3,6.756467564675647e-05
449,2018-06-14 09:02:27.243916,0.0002,2.0000200002000022e-09,3,24,6.721067210672107e-05
450,2018-06-14 09:02:28.170388,0.0002,2.0000200002000022e-09,5,41,6.725267252672528e-05
451,2018-06-14 09:02:29.019210,0.0002,2.0000200002000022e-09,1,45,7.375073750737508e-05
452,2018-06-14 09:02:29.860815,0.0002,2.0000200002000022e-09,4,26,7.812678126781268e-05
453,2018-06-14 09:02:30.719508,0.0002,2.0000200002000022e-09,7,9,6.733667336673368e-05
454,2018-06-14 09:02:31.564399,0.0002,2.0000200002000022e-09,4,41,7.810678106781069e-05
455,2018-06-14 09:02:32.416760,0.0002,2.0000200002000022e-09,5,23,6.725267252672528e-05
456,2018-06-14 09:02:33.305810,0.0002,2.0000200002000022e-09,9,26,7.812678126781268e-05
457,2018-06-14 09:02:34.182761,0.0002,2.0000200002000022e-09,1,48,7.812678126781268e-05
458,2018-06-14 09:02:35.100005,0.0002,2.0000200002000022e-09,4,47,7.812878128781288e-05
459,2018-06-14 09:02:35.948124,0.0002,2.0000200002000022e-09,8,43,6.733667336673368e-05
460,2018-06-14 09:02:36.799834,0.0002,2.0000200002000022e-09,7,18,6.731467314673147e-05
461,2018-06-14 09:02:37.690422,0.0002,2.0000200002000022e-09,1,46,6.721067210672107e-05
462,2018-06-14 09:02:38.534398,0.0002,2.0000200002000022e-09,0,31,7.812678126781268e-05
463,2018-06-14 09:02:39.418617,0.0002,2.0000200002000022e-09,3,26,6.733667336673368e-05
464,2018-06-14 09:02:40.266856,0.0002,2.0000200002000022e-09,9,34,6.733667336673368e-05
465,2018-06-14 09:02:41.113031,0.0002,2.0000200002000022e-09,9,5,6.758667586675868e-05
466,2018-06-14 09:02:41.971292,0.0002,2.0000200002000022e-09,9,46,6.733467334673348e-05
467,2018-06-14 09:02:42.857609,0.0002,2.0000200002000022e-09,9,7,6.727267272672727e-05
468,2018-06-14 09:02:43.696492,0.0002,2.0000200002000022e-09,0,20,6.756467564675647e-05
469,2018-06-14 09:02:44.572432,0.0002,2.0000200002000022e-09,1,11,6.721067210672107e-05
470,2018-06-14 09:02:45.415430,0.0002,2.0000200002000022e-09,6,28,6.727267272672727e-05
471,2018-06-14 09:02:46.308258,0.0002,2.0000200002000022e-09,6,43,6.733467334673348e-05
472,2018-06-14 09:02:47.232998,0.0002,2.0000200002000022e-09,7,28,6.721067210672107e-05
473,2018-06-14 09:02:48.121077,0.0002,2.0000200002000022e-09,2,18,6.737867378673787e-05
474,2018-06-14 09:02:48.972932,0.0002,2.0000200002000022e-09,4,12,6.993869938699388e-05
475,2018-06-14 09:02:49.821580,0.0002,2.0000200002000022e-09,8,33,7.812878128781288e-05
476,2018-06-14 09:02:50.713502,0.0002,2.0000200002000022e-09,7,37,6.756467564675647e-05
477,2018-06-14 09:02:51.556361,0.0002,2.0000200002000022e-09,4,15,6.758667586675868e-05
478,2018-06-14 09:02:52.518367,0.0002,2.0000200002000022e-09,5,43,6.737667376673767e-05
479,2018-06-14 09:02:53.363023,0.0002,2.0000200002000022e-09,0,31,7.810678106781069e-05
480,2018-06-14 09:02:54.213092,0.0002,2.0000200002000022e-09,7,2,6.987669876698768e-05
481,2018-06-14 09:02:55.092713,0.0002,2.0000200002000022e-09,1,36,6.721067210672107e-05
482,2018-06-14 09:02:55.949933,0.0002,2.0000200002000022e-09,5,29,6.725067250672508e-05
483,2018-06-14 09:02:56.802881,0.0002,2.0000200002000022e-09,8,27,6.721067210672107e-05
484,2018-06-14 09:02:57.674871,0.0002,2.0000200002000022e-09,0,7,7.810678106781069e-05
485,2018-06-14 09:02:58.608115,0.0002,2.0000200002000022e-09,3,13,6.987669876698768e-05
486,2018-06-14 09:02:59.490664,0.0002,2.0000200002000022e-09,6,44,6.721067210672107e-05
