sample,time,window,precision,modulation,band,payload,measured
261,2018-06-07 10:56:05.654181,0.002,2.000020000200002e-08,2,40,254,0.0005268052680526805
262,2018-06-07 10:56:06.513686,0.002,2.000020000200002e-08,2,48,254,0.0005285652856528566
263,2018-06-07 10:56:07.376608,0.002,2.000020000200002e-08,5,0,254,0.0005251052510525106
264,2018-06-07 10:56:08.244856,0.002,2.000020000200002e-08,0,45,254,0.0005313253132531326
265,2018-06-07 10:56:09.163622,0.002,2.000020000200002e-08,3,32,254,0.0005313053130531305
266,2018-06-07 10:56:10.031397,0.002,2.000020000200002e-08,8,18,254,0.00048518485184851853
267,2018-06-07 10:56:10.894624,0.002,2.000020000200002e-08,8,15,254,0.0004888048880488805
268,2018-06-07 10:56:11.786337,0.002,2.000020000200002e-08,1,26,254,0.0005302853028530286
269,2018-06-07 10:56:12.652813,0.002,2.000020000200002e-08,2,47,254,0.0005260852608526085
270,2018-06-07 10:56:13.517167,0.002,2.000020000200002e-08,2,24,254,0.0005268652686526865
271,2018-06-07 10:56:14.379513,0.002,2.000020000200002e-08,9,11,254,0.00048518485184851853
272,2018-06-07 10:56:15.253141,0.002,2.000020000200002e-08,2,44,254,0.0005260452604526045
273,2018-06-07 10:56:16.123830,0.002,2.000020000200002e-08,9,49,254,0.0004863048630486305
274,2018-06-07 10:56:16.978194,0.002,2.000020000200002e-08,1,35,254,0.0005261252612526125
275,2018-06-07 10:56:17.841471,0.002,2.000020000200002e-08,2,7,254,0.0005279052790527906
276,2018-06-07 10:56:18.704408,0.002,2.000020000200002e-08,7,39,254,0.0005260452604526045
277,2018-06-07 10:56:19.566198,0.002,2.000020000200002e-08,1,26,254,0.0005285652856528566
278,2018-06-07 10:56:20.479335,0.002,2.000020000200002e-08,4,10,254,0.0005278852788527886
279,2018-06-07 10:56:21.360480,0.002,2.000020000200002e-08,5,5,254,0.0005312053120531205
280,2018-06-07 10:56:22.223004,0.002,2.000020000200002e-08,0,51,254,0.0005251252512525126
281,2018-06-07 10:56:23.078357,0.002,2.000020000200002e-08,0,1,254,0.0005261252612526125
282,2018-06-07 10:56:23.943841,0.002,2.000020000200002e-08,0,21,254,0.0005278252782527826
283,2018-06-07 10:56:24.807944,0.002,2.000020000200002e-08,0,21,254,0.0005312653126531265
284,2018-06-07 10:56:25.669660,0.002,2.000020000200002e-08,7,20,254,0.0005359253592535926
285,2018-06-07 10:56:26.540670,0.002,2.000020000200002e-08,1,51,254,0.0005269052690526905
286,2018-06-07 10:56:27.401706,0.002,2.000020000200002e-08,2,29,254,0.0005253252532525325
287,2018-06-07 10:56:28.342974,0.002,2.000020000200002e-08,9,40,254,0.00048524485244852455
288,2018-06-07 10:56:29.256943,0.002,2.000020000200002e-08,7,37,254,0.0005268452684526845
289,2018-06-07 10:56:30.159350,0.002,2.000020000200002e-08,5,43,254,0.0005261452614526145
290,2018-06-07 10:56:31.036627,0.002,2.000020000200002e-08,8,50,254,0.0004851648516485165
291,2018-06-07 10:56:31.910009,0.002,2.000020000200002e-08,7,3,254,0.0005320453204532045
292,2018-06-07 10:56:32.785544,0.002,2.000020000200002e-08,9,10,254,0.0004862848628486285
293,2018-06-07 10:56:33.654678,0.002,2.000020000200002e-08,5,0,254,0.0005268052680526805
294,2018-06-07 10:56:34.559154,0.002,2.000020000200002e-08,2,40,254,0.0005302853028530286
295,2018-06-07 10:56:35.424836,0.002,2.000020000200002e-08,2,28,254,0.0005269252692526925
296,2018-06-07 10:56:36.373658,0.002,2.000020000200002e-08,6,34,254,0.0005295452954529546
297,2018-06-07 10:56:37.267920,0.002,2.000020000200002e-08,9,16,254,0.0004905849058490585
298,2018-06-07 10:56:38.127546,0.002,2.000020000200002e-08,2,0,254,0.0005278652786527866
299,2018-06-07 10:56:38.995252,0.002,2.000020000200002e-08,6,39,254,0.0005268252682526825
300,2018-06-07 10:56:39.863167,0.002,2.000020000200002e-08,5,37,254,0.0005320653206532065
301,2018-06-07 10:56:40.735500,0.002,2.000020000200002e-08,8,45,254,0.00048522485224852254
302,2018-06-07 10:56:41.684674,0.002,2.000020000200002e-08,0,27,254,0.0005260652606526065
303,2018-06-07 10:56:42.546748,0.002,2.000020000200002e-08,6,49,254,0.0005269052690526905
304,2018-06-07 10:56:43.407650,0.002,2.000020000200002e-08,7,3,254,0.0005294052940529406
305,2018-06-07 10:56:44.280826,0.002,2.000020000200002e-08,6,42,254,0.0005302653026530266
306,2018-06-07 10:56:45.187110,0.002,2.000020000200002e-08,9,29,254,0.00048522485224852254
307,2018-06-07 10:56:46.145538,0.002,2.000020000200002e-08,4,33,254,0.0005305653056530566
308,2018-06-07 10:56:46.998534,0.002,2.000020000200002e-08,0,5,254,0.0005278652786527866
309,2018-06-07 10:56:47.897322,0.002,2.000020000200002e-08,4,40,254,0.0005260452604526045
310,2018-06-07 10:56:48.757299,0.002,2.000020000200002e-08,9,41,254,0.0004895048950489505
311,2018-06-07 10:56:49.662666,0.002,2.000020000200002e-08,7,30,254,0.0005269252692526925
312,2018-06-07 10:56:50.526721,0.002,2.000020000200002e-08,3,31,254,0.0005268852688526885
313,2018-06-07 10:56:51.396665,0.002,2.000020000200002e-08,3,40,254,0.0005313453134531346
314,2018-06-07 10:56:52.308834,0.002,2.000020000200002e-08,7,17,254,0.0005285652856528566
315,2018-06-07 10:56:53.184787,0.002,2.000020000200002e-08,0,48,254,0.0005268452684526845
316,2018-06-07 10:56:54.051897,0.002,2.000020000200002e-08,3,49,254,0.0005313453134531346
317,2018-06-07 10:56:54.915733,0.002,2.000020000200002e-08,2,7,254,0.0005261252612526125
318,2018-06-07 10:56:55.817753,0.002,2.000020000200002e-08,7,25,254,0.0005261252612526125
319,2018-06-07 10:56:56.671485,0.002,2.000020000200002e-08,7,49,254,0.0005252852528525285
320,2018-06-07 10:56:57.530108,0.002,2.000020000200002e-08,3,45,254,0.0005268652686526865
321,2018-06-07 10:56:58.392370,0.002,2.000020000200002e-08,4,44,254,0.0005286052860528606
322,2018-06-07 10:56:59.257362,0.002,2.000020000200002e-08,6,45,254,0.0005287052870528706
323,2018-06-07 10:57:00.118285,0.002,2.000020000200002e-08,0,11,254,0.0005294852948529486
324,2018-06-07 10:57:00.987134,0.002,2.000020000200002e-08,0,11,254,0.0005268852688526885
325,2018-06-07 10:57:01.918677,0.002,2.000020000200002e-08,9,1,254,0.0004854848548485485
326,2018-06-07 10:57:02.781245,0.002,2.000020000200002e-08,8,20,254,0.00048698486984869853
327,2018-06-07 10:57:03.722155,0.002,2.000020000200002e-08,8,10,254,0.0004904449044490446
328,2018-06-07 10:57:04.625168,0.002,2.000020000200002e-08,0,11,254,0.0005268652686526865
329,2018-06-07 10:57:05.522719,0.002,2.000020000200002e-08,8,1,254,0.00048442484424844254
330,2018-06-07 10:57:06.426962,0.002,2.000020000200002e-08,9,3,254,0.0004895648956489565
331,2018-06-07 10:57:07.291189,0.002,2.000020000200002e-08,2,34,254,0.0005370853708537086
332,2018-06-07 10:57:08.154151,0.002,2.000020000200002e-08,6,17,254,0.0005294852948529486
333,2018-06-07 10:57:09.016398,0.002,2.000020000200002e-08,4,18,254,0.0005346653466534666
334,2018-06-07 10:57:09.889017,0.002,2.000020000200002e-08,5,13,254,0.0005355653556535566
335,2018-06-07 10:57:10.784202,0.002,2.000020000200002e-08,8,11,254,0.0004870848708487085
336,2018-06-07 10:57:11.651187,0.002,2.000020000200002e-08,7,50,254,0.0005268652686526865
337,2018-06-07 10:57:12.561525,0.002,2.000020000200002e-08,1,44,254,0.0005382653826538266
338,2018-06-07 10:57:13.432902,0.002,2.000020000200002e-08,6,23,254,0.0005279252792527926
339,2018-06-07 10:57:14.294051,0.002,2.000020000200002e-08,2,22,254,0.0005278852788527886
340,2018-06-07 10:57:15.161574,0.002,2.000020000200002e-08,6,13,254,0.0005295052950529506
341,2018-06-07 10:57:16.073374,0.002,2.000020000200002e-08,0,36,254,0.0005382453824538246
342,2018-06-07 10:57:16.956987,0.002,2.000020000200002e-08,8,29,254,0.0004877448774487745
343,2018-06-07 10:57:17.826507,0.002,2.000020000200002e-08,3,48,254,0.0005279252792527926
344,2018-06-07 10:57:18.690358,0.002,2.000020000200002e-08,8,4,254,0.0004861048610486105
345,2018-06-07 10:57:19.631427,0.002,2.000020000200002e-08,0,16,254,0.0005303253032530326
346,2018-06-07 10:57:20.492917,0.002,2.000020000200002e-08,8,48,254,0.0004886448864488645
347,2018-06-07 10:57:21.395692,0.002,2.000020000200002e-08,0,3,254,0.0005287252872528726
348,2018-06-07 10:57:22.320238,0.002,2.000020000200002e-08,0,46,254,0.0005268052680526805
349,2018-06-07 10:57:23.236013,0.002,2.000020000200002e-08,9,34,254,0.00048520485204852054
350,2018-06-07 10:57:24.156865,0.002,2.000020000200002e-08,9,45,254,0.0004844848448484485
351,2018-06-07 10:57:25.070696,0.002,2.000020000200002e-08,7,10,254,0.0005302853028530286
352,2018-06-07 10:57:25.931878,0.002,2.000020000200002e-08,6,0,254,0.0005303453034530346
353,2018-06-07 10:57:26.804210,0.002,2.000020000200002e-08,0,39,254,0.0005250452504525046
354,2018-06-07 10:57:27.674354,0.002,2.000020000200002e-08,2,24,254,0.0005278852788527886
355,2018-06-07 10:57:28.573487,0.002,2.000020000200002e-08,8,46,254,0.0004877248772487725
356,2018-06-07 10:57:29.438104,0.002,2.000020000200002e-08,7,24,254,0.0005302253022530226
357,2018-06-07 10:57:30.348016,0.002,2.000020000200002e-08,1,2,254,0.0005294052940529406
358,2018-06-07 10:57:31.214301,0.002,2.000020000200002e-08,2,19,254,0.0005268452684526845
359,2018-06-07 10:57:32.083422,0.002,2.000020000200002e-08,0,23,254,0.0005295052950529506
360,2018-06-07 10:57:32.995177,0.002,2.000020000200002e-08,7,28,254,0.0005268652686526865
361,2018-06-07 10:57:33.866990,0.002,2.000020000200002e-08,4,45,254,0.0005349853498534986
362,2018-06-07 10:57:34.730487,0.002,2.000020000200002e-08,4,29,254,0.0005269052690526905
363,2018-06-07 10:57:35.604546,0.002,2.000020000200002e-08,5,27,254,0.0005260652606526065
364,2018-06-07 10:57:36.469429,0.002,2.000020000200002e-08,4,7,254,0.0005278852788527886
365,2018-06-07 10:57:37.336003,0.002,2.000020000200002e-08,2,12,254,0.0005294452944529446
366,2018-06-07 10:57:38.195999,0.002,2.000020000200002e-08,8,42,254,0.0004854848548485485
367,2018-06-07 10:57:39.059386,0.002,2.000020000200002e-08,6,8,254,0.0005276652766527665
368,2018-06-07 10:57:39.929678,0.002,2.000020000200002e-08,0,19,254,0.0005269252692526925
369,2018-06-07 10:57:40.792859,0.002,2.000020000200002e-08,9,43,254,0.0004886848868488685
370,2018-06-07 10:57:41.659492,0.002,2.000020000200002e-08,6,4,254,0.0005268452684526845
371,2018-06-07 10:57:42.524753,0.002,2.000020000200002e-08,3,42,254,0.0005285252852528525
372,2018-06-07 10:57:43.397975,0.002,2.000020000200002e-08,5,10,254,0.0005260452604526045
373,2018-06-07 10:57:44.261357,0.002,2.000020000200002e-08,6,3,254,0.0005320053200532005
374,2018-06-07 10:57:45.168306,0.002,2.000020000200002e-08,4,30,254,0.0005359253592535926
375,2018-06-07 10:57:46.109024,0.002,2.000020000200002e-08,0,22,254,0.0005294652946529466
376,2018-06-07 10:57:46.990018,0.002,2.000020000200002e-08,6,27,254,0.0005268652686526865
377,2018-06-07 10:57:47.863749,0.002,2.000020000200002e-08,7,35,254,0.0005268252682526825
378,2018-06-07 10:57:48.717730,0.002,2.000020000200002e-08,0,4,254,0.0005293252932529325
379,2018-06-07 10:57:49.584521,0.002,2.000020000200002e-08,5,3,254,0.0005271452714527146
380,2018-06-07 10:57:50.499406,0.002,2.000020000200002e-08,8,11,254,0.0004844648446484465
381,2018-06-07 10:57:51.368538,0.002,2.000020000200002e-08,0,39,254,0.0005252652526525265
382,2018-06-07 10:57:52.271256,0.002,2.000020000200002e-08,6,9,254,0.0005268652686526865
383,2018-06-07 10:57:53.222841,0.002,2.000020000200002e-08,3,24,254,0.0005268252682526825
384,2018-06-07 10:57:54.163761,0.002,2.000020000200002e-08,2,49,254,0.0005268852688526885
385,2018-06-07 10:57:55.026529,0.002,2.000020000200002e-08,0,32,254,0.0005269652696526966
386,2018-06-07 10:57:55.928363,0.002,2.000020000200002e-08,3,40,254,0.0005268052680526805
387,2018-06-07 10:57:56.790504,0.002,2.000020000200002e-08,5,48,254,0.0005294252942529426
388,2018-06-07 10:57:57.655576,0.002,2.000020000200002e-08,6,12,254,0.0005253252532525325
389,2018-06-07 10:57:58.566288,0.002,2.000020000200002e-08,9,11,254,0.0004957849578495785
390,2018-06-07 10:57:59.468056,0.002,2.000020000200002e-08,2,0,254,0.0005295252952529526
391,2018-06-07 10:58:00.380040,0.002,2.000020000200002e-08,1,32,254,0.0005352853528535285
392,2018-06-07 10:58:01.279291,0.002,2.000020000200002e-08,2,11,254,0.0005294052940529406
393,2018-06-07 10:58:02.214169,0.002,2.000020000200002e-08,8,32,254,0.00048438484384843853
394,2018-06-07 10:58:03.079992,0.002,2.000020000200002e-08,1,28,254,0.0005269452694526945
395,2018-06-07 10:58:03.953206,0.002,2.000020000200002e-08,3,14,254,0.0005294852948529486
396,2018-06-07 10:58:04.933074,0.002,2.000020000200002e-08,5,21,254,0.0005269452694526945
397,2018-06-07 10:58:05.829503,0.002,2.000020000200002e-08,5,44,254,0.0005277652776527766
398,2018-06-07 10:58:06.725451,0.002,2.000020000200002e-08,0,6,254,0.0005268252682526825
399,2018-06-07 10:58:07.621768,0.002,2.000020000200002e-08,8,10,254,0.00048522485224852254
400,2018-06-07 10:58:08.481930,0.002,2.000020000200002e-08,1,22,254,0.0005353653536535366
401,2018-06-07 10:58:09.350302,0.002,2.000020000200002e-08,8,28,254,0.0004870848708487085
402,2018-06-07 10:58:10.241963,0.002,2.000020000200002e-08,8,39,254,0.00048518485184851853
403,2018-06-07 10:58:11.103779,0.002,2.000020000200002e-08,3,34,254,0.0005278652786527866
404,2018-06-07 10:58:11.974881,0.002,2.000020000200002e-08,0,43,254,0.0005286452864528646
405,2018-06-07 10:58:12.849837,0.002,2.000020000200002e-08,2,29,254,0.0005268852688526885
406,2018-06-07 10:58:13.721498,0.002,2.000020000200002e-08,8,20,254,0.0004877248772487725
407,2018-06-07 10:58:14.599497,0.002,2.000020000200002e-08,9,28,254,0.0004894848948489485
408,2018-06-07 10:58:15.624015,0.002,2.000020000200002e-08,0,1,254,0.0005268452684526845
409,2018-06-07 10:58:16.475612,0.002,2.000020000200002e-08,3,41,254,0.0005286452864528646
410,2018-06-07 10:58:17.339283,0.002,2.000020000200002e-08,0,2,254,0.0005279052790527906
411,2018-06-07 10:58:18.255141,0.002,2.000020000200002e-08,6,14,254,0.0005260852608526085
412,2018-06-07 10:58:19.173455,0.002,2.000020000200002e-08,5,19,254,0.0005303253032530326
413,2018-06-07 10:58:20.082045,0.002,2.000020000200002e-08,5,48,254,0.0005306653066530666
414,2018-06-07 10:58:20.984010,0.002,2.000020000200002e-08,1,20,254,0.0005380853808538086
415,2018-06-07 10:58:21.856245,0.002,2.000020000200002e-08,3,51,254,0.0005275852758527586
416,2018-06-07 10:58:22.758024,0.002,2.000020000200002e-08,8,26,254,0.00048444484444844455
417,2018-06-07 10:58:23.613589,0.002,2.000020000200002e-08,3,15,254,0.0005313653136531366
418,2018-06-07 10:58:24.473551,0.002,2.000020000200002e-08,3,24,254,0.0005279252792527926
419,2018-06-07 10:58:25.413489,0.002,2.000020000200002e-08,2,31,254,0.0005268652686526865
420,2018-06-07 10:58:26.278453,0.002,2.000020000200002e-08,0,13,254,0.0005267852678526786
421,2018-06-07 10:58:27.140068,0.002,2.000020000200002e-08,7,10,254,0.0005294652946529466
422,2018-06-07 10:58:28.041617,0.002,2.000020000200002e-08,9,29,254,0.00048364483644836454
423,2018-06-07 10:58:29.012687,0.002,2.000020000200002e-08,5,35,254,0.0005269452694526945
424,2018-06-07 10:58:29.946351,0.002,2.000020000200002e-08,6,40,254,0.0005386253862538626
425,2018-06-07 10:58:30.843337,0.002,2.000020000200002e-08,3,18,254,0.0005313453134531346
426,2018-06-07 10:58:31.781997,0.002,2.000020000200002e-08,7,9,254,0.0005303453034530346
427,2018-06-07 10:58:32.644154,0.002,2.000020000200002e-08,8,50,254,0.0004862848628486285
428,2018-06-07 10:58:33.536296,0.002,2.000020000200002e-08,0,2,254,0.0005294452944529446
429,2018-06-07 10:58:34.472380,0.002,2.000020000200002e-08,8,27,254,0.0004887048870488705
430,2018-06-07 10:58:35.374778,0.002,2.000020000200002e-08,4,37,254,0.0005285852858528586
431,2018-06-07 10:58:36.288502,0.002,2.000020000200002e-08,2,0,254,0.0005287252872528726
432,2018-06-07 10:58:37.189341,0.002,2.000020000200002e-08,7,24,254,0.0005269252692526925
433,2018-06-07 10:58:38.051020,0.002,2.000020000200002e-08,4,31,254,0.0005296052960529605
434,2018-06-07 10:58:38.943882,0.002,2.000020000200002e-08,5,11,254,0.0005294252942529426
435,2018-06-07 10:58:39.811326,0.002,2.000020000200002e-08,2,26,254,0.0005285652856528566
436,2018-06-07 10:58:40.683913,0.002,2.000020000200002e-08,6,38,254,0.0005269052690526905
437,2018-06-07 10:58:41.586599,0.002,2.000020000200002e-08,7,5,254,0.0005278452784527846
438,2018-06-07 10:58:42.535666,0.002,2.000020000200002e-08,3,18,254,0.0005293852938529386
439,2018-06-07 10:58:43.397418,0.002,2.000020000200002e-08,7,24,254,0.0005268652686526865
440,2018-06-07 10:58:44.327000,0.002,2.000020000200002e-08,9,41,254,0.0004933449334493345
441,2018-06-07 10:58:45.182657,0.002,2.000020000200002e-08,9,40,254,0.0004844648446484465
442,2018-06-07 10:58:46.040945,0.002,2.000020000200002e-08,0,26,254,0.0005305453054530546
443,2018-06-07 10:58:46.905498,0.002,2.000020000200002e-08,2,16,254,0.0005279052790527906
444,2018-06-07 10:58:47.771082,0.002,2.000020000200002e-08,7,1,254,0.0005260452604526045
445,2018-06-07 10:58:48.673582,0.002,2.000020000200002e-08,0,46,254,0.0005382453824538246
446,2018-06-07 10:58:49.607393,0.002,2.000020000200002e-08,1,28,254,0.0005285252852528525
447,2018-06-07 10:58:50.505799,0.002,2.000020000200002e-08,2,48,254,0.0005253052530525305
448,2018-06-07 10:58:51.375700,0.002,2.000020000200002e-08,6,1,254,0.0005303653036530366
449,2018-06-07 10:58:52.236534,0.002,2.000020000200002e-08,0,36,254,0.0005312853128531285
450,2018-06-07 10:58:53.133775,0.002,2.000020000200002e-08,6,28,254,0.0005268652686526865
451,2018-06-07 10:58:54.033304,0.002,2.000020000200002e-08,0,8,254,0.0005268252682526825
452,2018-06-07 10:58:54.894761,0.002,2.000020000200002e-08,4,11,254,0.0005268452684526845
453,2018-06-07 10:58:55.802732,0.002,2.000020000200002e-08,1,51,254,0.0005380853808538086
454,2018-06-07 10:58:56.664018,0.002,2.000020000200002e-08,2,41,254,0.0005275452754527546
455,2018-06-07 10:58:57.526178,0.002,2.000020000200002e-08,9,36,254,0.00048698486984869853
456,2018-06-07 10:58:58.425453,0.002,2.000020000200002e-08,0,26,254,0.0005268252682526825
457,2018-06-07 10:58:59.316367,0.002,2.000020000200002e-08,4,33,254,0.0005268852688526885
458,2018-06-07 10:59:00.180059,0.002,2.000020000200002e-08,4,13,254,0.0005294452944529446
459,2018-06-07 10:59:01.052226,0.002,2.000020000200002e-08,8,31,254,0.0004854848548485485
460,2018-06-07 10:59:01.919843,0.002,2.000020000200002e-08,4,15,254,0.0005294452944529446
461,2018-06-07 10:59:02.822084,0.002,2.000020000200002e-08,5,16,254,0.0005321653216532166
462,2018-06-07 10:59:03.686831,0.002,2.000020000200002e-08,1,16,254,0.0005268652686526865
463,2018-06-07 10:59:04.550169,0.002,2.000020000200002e-08,6,6,254,0.0005276652766527665
464,2018-06-07 10:59:05.417194,0.002,2.000020000200002e-08,7,8,254,0.0005268652686526865
465,2018-06-07 10:59:06.280686,0.002,2.000020000200002e-08,7,8,254,0.0005267852678526786
466,2018-06-07 10:59:07.182711,0.002,2.000020000200002e-08,3,40,254,0.0005293452934529346
467,2018-06-07 10:59:08.048934,0.002,2.000020000200002e-08,2,16,254,0.0005320053200532005
468,2018-06-07 10:59:08.924382,0.002,2.000020000200002e-08,8,25,254,0.00048438484384843853
469,2018-06-07 10:59:09.787493,0.002,2.000020000200002e-08,9,20,254,0.00048696486964869653
470,2018-06-07 10:59:10.655350,0.002,2.000020000200002e-08,3,13,254,0.0005268652686526865
471,2018-06-07 10:59:11.528099,0.002,2.000020000200002e-08,6,48,254,0.0005269052690526905
472,2018-06-07 10:59:12.445645,0.002,2.000020000200002e-08,9,21,254,0.0004877448774487745
473,2018-06-07 10:59:13.321908,0.002,2.000020000200002e-08,7,17,254,0.0005269052690526905
474,2018-06-07 10:59:14.191262,0.002,2.000020000200002e-08,0,11,254,0.0005294452944529446
475,2018-06-07 10:59:15.103128,0.002,2.000020000200002e-08,4,0,254,0.0005285652856528566
476,2018-06-07 10:59:16.039182,0.002,2.000020000200002e-08,6,16,254,0.0005320053200532005
477,2018-06-07 10:59:16.902198,0.002,2.000020000200002e-08,4,16,254,0.0005268852688526885
478,2018-06-07 10:59:17.778174,0.002,2.000020000200002e-08,2,15,254,0.0005259852598525986
479,2018-06-07 10:59:18.649599,0.002,2.000020000200002e-08,5,26,254,0.0005312253122531225
480,2018-06-07 10:59:19.631319,0.002,2.000020000200002e-08,9,31,254,0.00048520485204852054
481,2018-06-07 10:59:20.511636,0.002,2.000020000200002e-08,6,35,254,0.0005278052780527806
482,2018-06-07 10:59:21.383413,0.002,2.000020000200002e-08,7,13,254,0.0005305453054530546
483,2018-06-07 10:59:22.243699,0.002,2.000020000200002e-08,4,40,254,0.0005302853028530286
484,2018-06-07 10:59:23.112296,0.002,2.000020000200002e-08,5,12,254,0.0005287852878528786
485,2018-06-07 10:59:24.019357,0.002,2.000020000200002e-08,7,10,254,0.0005270852708527086
486,2018-06-07 10:59:24.911900,0.002,2.000020000200002e-08,8,35,254,0.0004950249502495025
487,2018-06-07 10:59:25.815742,0.002,2.000020000200002e-08,1,33,254,0.0005294252942529426
488,2018-06-07 10:59:26.682684,0.002,2.000020000200002e-08,1,51,254,0.0005293652936529366
489,2018-06-07 10:59:27.585095,0.002,2.000020000200002e-08,2,33,254,0.0005312253122531225
490,2018-06-07 10:59:28.445888,0.002,2.000020000200002e-08,3,24,254,0.0005269052690526905
491,2018-06-07 10:59:29.348839,0.002,2.000020000200002e-08,3,7,254,0.0005388453884538845
492,2018-06-07 10:59:30.212749,0.002,2.000020000200002e-08,0,26,254,0.0005269052690526905
493,2018-06-07 10:59:31.110511,0.002,2.000020000200002e-08,8,4,254,0.00048518485184851853
494,2018-06-07 10:59:31.976112,0.002,2.000020000200002e-08,1,28,254,0.0005277652776527766
495,2018-06-07 10:59:32.848131,0.002,2.000020000200002e-08,7,0,254,0.0005294852948529486
496,2018-06-07 10:59:33.727118,0.002,2.000020000200002e-08,3,37,254,0.0005279052790527906
497,2018-06-07 10:59:34.591270,0.002,2.000020000200002e-08,5,34,254,0.0005294652946529466
498,2018-06-07 10:59:35.502527,0.002,2.000020000200002e-08,7,50,254,0.0005357253572535726
499,2018-06-07 10:59:36.406513,0.002,2.000020000200002e-08,1,31,254,0.0005269052690526905
500,2018-06-07 10:59:37.304337,0.002,2.000020000200002e-08,9,51,254,0.00048522485224852254
501,2018-06-07 10:59:38.184242,0.002,2.000020000200002e-08,8,32,254,0.0004852648526485265
502,2018-06-07 10:59:39.057467,0.002,2.000020000200002e-08,1,1,254,0.0005268852688526885
503,2018-06-07 10:59:39.926346,0.002,2.000020000200002e-08,2,31,254,0.0005294052940529406
504,2018-06-07 10:59:40.784092,0.002,2.000020000200002e-08,6,30,254,0.0005386653866538666
505,2018-06-07 10:59:41.647562,0.002,2.000020000200002e-08,8,43,254,0.00048442484424844254
506,2018-06-07 10:59:42.518283,0.002,2.000020000200002e-08,0,42,254,0.0005263052630526306
507,2018-06-07 10:59:43.396110,0.002,2.000020000200002e-08,9,11,254,0.00048442484424844254
508,2018-06-07 10:59:44.272718,0.002,2.000020000200002e-08,3,26,254,0.0005268652686526865
509,2018-06-07 10:59:45.191710,0.002,2.000020000200002e-08,3,40,254,0.0005260652606526065
510,2018-06-07 10:59:46.110453,0.002,2.000020000200002e-08,0,22,254,0.0005269052690526905
511,2018-06-07 10:59:46.965903,0.002,2.000020000200002e-08,1,45,254,0.0005260052600526006
512,2018-06-07 10:59:47.822241,0.002,2.000020000200002e-08,4,35,254,0.0005286652866528666
513,2018-06-07 10:59:48.730919,0.002,2.000020000200002e-08,6,6,254,0.0005285252852528525
514,2018-06-07 10:59:49.664060,0.002,2.000020000200002e-08,9,21,254,0.0004971849718497186
515,2018-06-07 10:59:50.555439,0.002,2.000020000200002e-08,6,28,254,0.0005269052690526905
516,2018-06-07 10:59:51.428724,0.002,2.000020000200002e-08,3,22,254,0.0005303253032530326
517,2018-06-07 10:59:52.301508,0.002,2.000020000200002e-08,9,44,254,0.0004854648546485465
518,2018-06-07 10:59:53.250743,0.002,2.000020000200002e-08,0,34,254,0.0005313453134531346
519,2018-06-07 10:59:54.121624,0.002,2.000020000200002e-08,4,39,254,0.0005279452794527946
520,2018-06-07 10:59:55.052746,0.002,2.000020000200002e-08,8,19,254,0.0004844648446484465
521,2018-06-07 10:59:55.970351,0.002,2.000020000200002e-08,9,30,254,0.0004878848788487885
