sample,time,window,precision,modulation,band,delay,sleep,wakeup
0,2018-06-07 09:57:41.145998,0.4,4.000040000400005e-06,6,16,0.17231433159435283,1.600016000160002e-05,0.00048800488004880054
1,2018-06-07 09:57:42.639533,0.4,4.000040000400005e-06,3,39,0.14504688334879076,1.600016000160002e-05,0.00048400484004840053
2,2018-06-07 09:57:44.071974,0.4,4.000040000400005e-06,3,26,0.058632214349331836,1.2000120001200014e-05,0.00048400484004840053
3,2018-06-07 09:57:45.434630,0.4,4.000040000400005e-06,3,42,0.13723663538323913,1.600016000160002e-05,0.00048800488004880054
4,2018-06-07 09:57:46.896210,0.4,4.000040000400005e-06,7,21,0.08613991744763778,1.600016000160002e-05,0.00048400484004840053
5,2018-06-07 09:57:48.296871,0.4,4.000040000400005e-06,4,10,0.17634844959704665,1.600016000160002e-05,0.00048400484004840053
6,2018-06-07 09:57:49.727077,0.4,4.000040000400005e-06,0,48,0.1889772336589981,1.2000120001200014e-05,0.0004800048000480005
7,2018-06-07 09:57:51.155179,0.4,4.000040000400005e-06,4,44,0.1882705179640188,1.600016000160002e-05,0.00048400484004840053
8,2018-06-07 09:57:52.521014,0.4,4.000040000400005e-06,7,24,0.19314838219915767,1.600016000160002e-05,0.00048400484004840053
9,2018-06-07 09:57:53.996084,0.4,4.000040000400005e-06,7,9,0.023691330296468794,1.600016000160002e-05,0.00048400484004840053
10,2018-06-07 09:57:55.427955,0.4,4.000040000400005e-06,0,45,0.18768709329041178,1.600016000160002e-05,0.00048400484004840053
11,2018-06-07 09:57:56.830671,0.4,4.000040000400005e-06,6,11,0.057082988632399356,1.600016000160002e-05,0.00048800488004880054
12,2018-06-07 09:57:58.206427,0.4,4.000040000400005e-06,5,26,0.1412668047915658,1.600016000160002e-05,0.00048800488004880054
13,2018-06-07 09:57:59.574383,0.4,4.000040000400005e-06,6,26,0.024652502469569515,1.600016000160002e-05,0.0004800048000480005
14,2018-06-07 09:58:00.971570,0.4,4.000040000400005e-06,3,25,0.054803655103623394,1.2000120001200014e-05,0.00048400484004840053
15,2018-06-07 09:58:02.371601,0.4,4.000040000400005e-06,7,32,0.05818377818231928,1.600016000160002e-05,0.00048400484004840053
16,2018-06-07 09:58:03.767974,0.4,4.000040000400005e-06,2,2,0.06123318847163868,1.600016000160002e-05,0.0005120051200512006
17,2018-06-07 09:58:05.129046,0.4,4.000040000400005e-06,7,25,0.13539441593323284,1.600016000160002e-05,0.00048800488004880054
18,2018-06-07 09:58:06.522435,0.4,4.000040000400005e-06,5,8,0.05529481987140992,1.600016000160002e-05,0.00048400484004840053
19,2018-06-07 09:58:07.873294,0.4,4.000040000400005e-06,3,39,0.014564741570394247,1.2000120001200014e-05,0.00048400484004840053
20,2018-06-07 09:58:09.273445,0.4,4.000040000400005e-06,2,10,0.17395108541980453,1.600016000160002e-05,0.00048800488004880054
21,2018-06-07 09:58:10.738550,0.4,4.000040000400005e-06,5,6,0.013950873719554635,1.600016000160002e-05,0.0005120051200512006
22,2018-06-07 09:58:12.237837,0.4,4.000040000400005e-06,0,11,0.11971496536833762,1.2000120001200014e-05,0.00048400484004840053
23,2018-06-07 09:58:13.640327,0.4,4.000040000400005e-06,4,24,0.16959326494566157,1.600016000160002e-05,0.00048400484004840053
24,2018-06-07 09:58:15.076246,0.4,4.000040000400005e-06,7,43,0.15876227441390206,1.600016000160002e-05,0.00048400484004840053
25,2018-06-07 09:58:16.452467,0.4,4.000040000400005e-06,3,1,0.03172035611954913,2.0000200002000023e-05,0.0005120051200512006
26,2018-06-07 09:58:17.850132,0.4,4.000040000400005e-06,2,38,0.04668753804912029,1.600016000160002e-05,0.00048400484004840053
27,2018-06-07 09:58:19.271782,0.4,4.000040000400005e-06,6,16,0.14281054033371016,1.600016000160002e-05,0.00048800488004880054
28,2018-06-07 09:58:20.639824,0.4,4.000040000400005e-06,5,14,0.10821861755013795,1.600016000160002e-05,0.00048400484004840053
29,2018-06-07 09:58:22.078008,0.4,4.000040000400005e-06,5,21,0.18580394187471552,1.600016000160002e-05,0.00048400484004840053
30,2018-06-07 09:58:23.493149,0.4,4.000040000400005e-06,1,51,0.06484103476459313,1.600016000160002e-05,0.00048400484004840053
31,2018-06-07 09:58:24.852002,0.4,4.000040000400005e-06,2,8,0.09046223785527273,1.600016000160002e-05,0.00048800488004880054
32,2018-06-07 09:58:26.296928,0.4,4.000040000400005e-06,5,4,0.16396345845142188,1.600016000160002e-05,0.0005160051600516006
33,2018-06-07 09:58:27.789950,0.4,4.000040000400005e-06,7,6,0.007376285733719379,1.600016000160002e-05,0.0005120051200512006
34,2018-06-07 09:58:29.176900,0.4,4.000040000400005e-06,1,7,0.15352684442201123,1.2000120001200014e-05,0.0005120051200512006
35,2018-06-07 09:58:30.607537,0.4,4.000040000400005e-06,2,11,0.18515617632901946,1.600016000160002e-05,0.00048400484004840053
36,2018-06-07 09:58:32.045127,0.4,4.000040000400005e-06,4,41,0.19539782725897425,1.600016000160002e-05,0.0004920049200492005
37,2018-06-07 09:58:33.469629,0.4,4.000040000400005e-06,2,38,0.036463928839805315,1.2000120001200014e-05,0.00048400484004840053
38,2018-06-07 09:58:34.965315,0.4,4.000040000400005e-06,4,21,0.17421407399661734,1.600016000160002e-05,0.00048800488004880054
39,2018-06-07 09:58:36.445116,0.4,4.000040000400005e-06,2,24,0.04365580889984904,1.600016000160002e-05,0.00048400484004840053
40,2018-06-07 09:58:38.022054,0.4,4.000040000400005e-06,6,43,0.11856769887498067,1.600016000160002e-05,0.00048400484004840053
41,2018-06-07 09:58:39.461675,0.4,4.000040000400005e-06,1,26,0.10785332462766238,1.600016000160002e-05,0.00048400484004840053
42,2018-06-07 09:58:40.965589,0.4,4.000040000400005e-06,1,14,0.12853905994052647,1.600016000160002e-05,0.00048800488004880054
43,2018-06-07 09:58:42.385835,0.4,4.000040000400005e-06,3,13,0.042753257812138214,1.2000120001200014e-05,0.00048400484004840053
44,2018-06-07 09:58:43.787203,0.4,4.000040000400005e-06,5,5,0.1568178571801787,1.2000120001200014e-05,0.0005120051200512006
45,2018-06-07 09:58:45.181419,0.4,4.000040000400005e-06,1,30,0.05533954879675376,1.2000120001200014e-05,0.0004800048000480005
46,2018-06-07 09:58:46.717103,0.4,4.000040000400005e-06,4,41,0.18498448339877654,1.2000120001200014e-05,0.00048800488004880054
47,2018-06-07 09:58:48.220357,0.4,4.000040000400005e-06,2,19,0.023380586887452617,1.600016000160002e-05,0.00048800488004880054
48,2018-06-07 09:58:49.582663,0.4,4.000040000400005e-06,4,41,0.19591575496566024,1.600016000160002e-05,0.00048400484004840053
49,2018-06-07 09:58:50.947437,0.4,4.000040000400005e-06,4,44,0.11244816732819539,1.600016000160002e-05,0.00048400484004840053
50,2018-06-07 09:58:52.435576,0.4,4.000040000400005e-06,7,24,0.1948545409170309,1.2000120001200014e-05,0.0004800048000480005
51,2018-06-07 09:58:53.840926,0.4,4.000040000400005e-06,2,19,0.04886895539423051,1.600016000160002e-05,0.00048400484004840053
52,2018-06-07 09:58:55.204316,0.4,4.000040000400005e-06,7,34,0.10983850050300384,1.600016000160002e-05,0.00048400484004840053
53,2018-06-07 09:58:56.715843,0.4,4.000040000400005e-06,1,32,0.05416656328780048,1.600016000160002e-05,0.00048400484004840053
54,2018-06-07 09:58:58.163977,0.4,4.000040000400005e-06,3,30,0.07454480382833382,1.600016000160002e-05,0.00048400484004840053
55,2018-06-07 09:58:59.546155,0.4,4.000040000400005e-06,5,40,0.1474661677712635,1.2000120001200014e-05,0.00048400484004840053
56,2018-06-07 09:59:00.924922,0.4,4.000040000400005e-06,7,41,0.13626391105915645,1.600016000160002e-05,0.0004800048000480005
57,2018-06-07 09:59:02.405782,0.4,4.000040000400005e-06,3,28,0.06243981270182979,1.600016000160002e-05,0.00048400484004840053
58,2018-06-07 09:59:03.809454,0.4,4.000040000400005e-06,6,31,0.03485179412418089,1.600016000160002e-05,0.00048400484004840053
59,2018-06-07 09:59:05.427430,0.4,4.000040000400005e-06,7,38,0.12221391413232424,1.600016000160002e-05,0.00048400484004840053
60,2018-06-07 09:59:06.827213,0.4,4.000040000400005e-06,4,50,0.1874688074339848,1.600016000160002e-05,0.00048400484004840053
61,2018-06-07 09:59:08.330906,0.4,4.000040000400005e-06,4,30,0.15312151105749877,1.600016000160002e-05,0.00048400484004840053
62,2018-06-07 09:59:09.734136,0.4,4.000040000400005e-06,7,34,0.10864295641074354,1.2000120001200014e-05,0.00048400484004840053
63,2018-06-07 09:59:11.181287,0.4,4.000040000400005e-06,6,10,0.14595787139093447,1.600016000160002e-05,0.00048800488004880054
64,2018-06-07 09:59:12.621891,0.4,4.000040000400005e-06,2,50,0.1652467872081946,1.2000120001200014e-05,0.0004800048000480005
65,2018-06-07 09:59:14.075186,0.4,4.000040000400005e-06,0,51,0.06700268740392526,1.600016000160002e-05,0.00048400484004840053
66,2018-06-07 09:59:15.581815,0.4,4.000040000400005e-06,0,17,0.13525514156122695,1.600016000160002e-05,0.00048800488004880054
67,2018-06-07 09:59:17.121541,0.4,4.000040000400005e-06,4,51,0.025793924889608567,1.600016000160002e-05,0.00048400484004840053
68,2018-06-07 09:59:18.510592,0.4,4.000040000400005e-06,4,27,0.15403811731184808,1.600016000160002e-05,0.00048400484004840053
69,2018-06-07 09:59:19.910862,0.4,4.000040000400005e-06,3,15,0.0019280556230824254,1.2000120001200014e-05,0.00048800488004880054
70,2018-06-07 09:59:21.430696,0.4,4.000040000400005e-06,2,39,0.16589539379019955,1.600016000160002e-05,0.00048400484004840053
71,2018-06-07 09:59:22.906266,0.4,4.000040000400005e-06,2,47,0.15872865613289733,1.600016000160002e-05,0.00048400484004840053
72,2018-06-07 09:59:24.289108,0.4,4.000040000400005e-06,0,27,0.10533665746244435,1.600016000160002e-05,0.00048400484004840053
73,2018-06-07 09:59:25.720370,0.4,4.000040000400005e-06,2,9,0.1075151356236548,1.600016000160002e-05,0.00048400484004840053
74,2018-06-07 09:59:27.216998,0.4,4.000040000400005e-06,7,20,0.05051244413277656,1.600016000160002e-05,0.00048400484004840053
75,2018-06-07 09:59:28.681449,0.4,4.000040000400005e-06,7,24,0.15736008948706662,1.600016000160002e-05,0.00048800488004880054
76,2018-06-07 09:59:30.101332,0.4,4.000040000400005e-06,7,25,0.16006294967964135,1.2000120001200014e-05,0.00048400484004840053
77,2018-06-07 09:59:31.713258,0.4,4.000040000400005e-06,4,1,0.023679893063054003,1.600016000160002e-05,0.0005160051600516006
78,2018-06-07 09:59:33.175723,0.4,4.000040000400005e-06,0,4,0.0051655490666009385,1.600016000160002e-05,0.0005160051600516006
79,2018-06-07 09:59:34.525644,0.4,4.000040000400005e-06,5,25,0.02962998363096483,1.600016000160002e-05,0.00048400484004840053
80,2018-06-07 09:59:36.038135,0.4,4.000040000400005e-06,1,42,0.15977523602519936,1.600016000160002e-05,0.00048400484004840053
81,2018-06-07 09:59:37.427003,0.4,4.000040000400005e-06,5,18,0.15582475891311498,1.600016000160002e-05,0.00048800488004880054
82,2018-06-07 09:59:38.804361,0.4,4.000040000400005e-06,5,8,0.14088074908963316,1.600016000160002e-05,0.0004800048000480005
83,2018-06-07 09:59:40.391048,0.4,4.000040000400005e-06,3,20,0.051746540639077444,1.600016000160002e-05,0.0004800048000480005
84,2018-06-07 09:59:41.829865,0.4,4.000040000400005e-06,7,26,0.18409097566474258,2.0000200002000023e-05,0.00048400484004840053
85,2018-06-07 09:59:43.267044,0.4,4.000040000400005e-06,4,37,0.156760034395263,1.2000120001200014e-05,0.00048400484004840053
86,2018-06-07 09:59:44.736635,0.4,4.000040000400005e-06,1,1,0.01904411371913213,1.2000120001200014e-05,0.0005120051200512006
87,2018-06-07 09:59:46.127576,0.4,4.000040000400005e-06,2,16,0.09710608661570252,1.600016000160002e-05,0.00048400484004840053
88,2018-06-07 09:59:47.540130,0.4,4.000040000400005e-06,0,5,0.04158992693485611,1.600016000160002e-05,0.0005160051600516006
89,2018-06-07 09:59:48.993467,0.4,4.000040000400005e-06,6,5,0.12572339901715582,1.2000120001200014e-05,0.0005120051200512006
90,2018-06-07 09:59:50.458925,0.4,4.000040000400005e-06,0,18,0.09804233305125272,1.600016000160002e-05,0.0004800048000480005
91,2018-06-07 09:59:51.870016,0.4,4.000040000400005e-06,2,29,0.03741565012650379,1.600016000160002e-05,0.00048400484004840053
92,2018-06-07 09:59:53.263191,0.4,4.000040000400005e-06,6,1,0.036067829907141837,1.600016000160002e-05,0.0005120051200512006
93,2018-06-07 09:59:54.652381,0.4,4.000040000400005e-06,1,31,0.033220594185894625,1.600016000160002e-05,0.00048800488004880054
94,2018-06-07 09:59:56.081275,0.4,4.000040000400005e-06,0,30,0.15935190489286258,1.600016000160002e-05,0.00048400484004840053
95,2018-06-07 09:59:57.565784,0.4,4.000040000400005e-06,7,42,0.07959974610515803,1.600016000160002e-05,0.00048400484004840053
96,2018-06-07 09:59:58.970966,0.4,4.000040000400005e-06,3,39,0.1673217971339345,1.2000120001200014e-05,0.00048400484004840053
97,2018-06-07 10:00:00.382257,0.4,4.000040000400005e-06,5,30,0.1468390105486734,1.600016000160002e-05,0.00048400484004840053
98,2018-06-07 10:00:01.892615,0.4,4.000040000400005e-06,3,51,0.09915728714138977,1.600016000160002e-05,0.00048400484004840053
99,2018-06-07 10:00:03.374639,0.4,4.000040000400005e-06,6,35,0.00848097541870836,1.2000120001200014e-05,0.00048800488004880054
100,2018-06-07 10:00:04.817416,0.4,4.000040000400005e-06,5,15,0.07700176068667958,1.2000120001200014e-05,0.00048800488004880054
101,2018-06-07 10:00:06.262986,0.4,4.000040000400005e-06,1,27,0.14662985068951143,1.600016000160002e-05,0.00048400484004840053
102,2018-06-07 10:00:07.618628,0.4,4.000040000400005e-06,1,35,0.19431180131917533,1.600016000160002e-05,0.00048400484004840053
103,2018-06-07 10:00:09.196329,0.4,4.000040000400005e-06,5,30,0.017644861339057582,1.600016000160002e-05,0.00048400484004840053
104,2018-06-07 10:00:10.761467,0.4,4.000040000400005e-06,7,23,0.12615737118135092,1.2000120001200014e-05,0.00048800488004880054
105,2018-06-07 10:00:12.215772,0.4,4.000040000400005e-06,7,28,0.18891048594652016,1.600016000160002e-05,0.00048400484004840053
106,2018-06-07 10:00:13.577790,0.4,4.000040000400005e-06,1,29,0.13132420264607,1.600016000160002e-05,0.0004920049200492005
107,2018-06-07 10:00:15.057689,0.4,4.000040000400005e-06,0,38,0.0759029341469182,1.2000120001200014e-05,0.00048400484004840053
108,2018-06-07 10:00:16.454639,0.4,4.000040000400005e-06,5,23,0.06741029627070731,1.600016000160002e-05,0.00048800488004880054
109,2018-06-07 10:00:17.921663,0.4,4.000040000400005e-06,6,18,0.017956066916471315,1.600016000160002e-05,0.00048400484004840053
110,2018-06-07 10:00:19.430416,0.4,4.000040000400005e-06,5,49,0.19770519461618263,1.600016000160002e-05,0.0004800048000480005
111,2018-06-07 10:00:20.916129,0.4,4.000040000400005e-06,3,20,0.1411223685025217,1.600016000160002e-05,0.00048400484004840053
112,2018-06-07 10:00:22.271670,0.4,4.000040000400005e-06,0,51,0.017049566126851046,1.2000120001200014e-05,0.00048400484004840053
113,2018-06-07 10:00:23.776956,0.4,4.000040000400005e-06,3,20,0.0041326421424118685,1.600016000160002e-05,0.00048400484004840053
114,2018-06-07 10:00:25.269889,0.4,4.000040000400005e-06,1,29,0.13153986129546538,1.2000120001200014e-05,0.00048400484004840053
115,2018-06-07 10:00:26.675938,0.4,4.000040000400005e-06,0,7,0.004762185414719178,1.2000120001200014e-05,0.0005120051200512006
116,2018-06-07 10:00:28.130840,0.4,4.000040000400005e-06,4,37,0.1712706855882505,1.2000120001200014e-05,0.00048400484004840053
117,2018-06-07 10:00:29.655875,0.4,4.000040000400005e-06,5,19,0.19214001500342084,1.600016000160002e-05,0.00048400484004840053
118,2018-06-07 10:00:31.020034,0.4,4.000040000400005e-06,6,23,0.13550316825229894,1.600016000160002e-05,0.00048400484004840053
119,2018-06-07 10:00:32.512196,0.4,4.000040000400005e-06,0,37,0.034329304518260016,1.600016000160002e-05,0.00048400484004840053
120,2018-06-07 10:00:33.961337,0.4,4.000040000400005e-06,5,10,0.10567057582155617,1.600016000160002e-05,0.00048800488004880054
121,2018-06-07 10:00:35.497572,0.4,4.000040000400005e-06,4,35,0.08590579758067779,1.2000120001200014e-05,0.00048400484004840053
122,2018-06-07 10:00:37.129499,0.4,4.000040000400005e-06,7,17,0.023697846904026966,1.600016000160002e-05,0.00048400484004840053
123,2018-06-07 10:00:38.556049,0.4,4.000040000400005e-06,5,16,0.08813785125431556,1.600016000160002e-05,0.00048400484004840053
124,2018-06-07 10:00:40.041761,0.4,4.000040000400005e-06,5,9,0.03693476193142416,1.600016000160002e-05,0.00048400484004840053
125,2018-06-07 10:00:41.408180,0.4,4.000040000400005e-06,6,34,0.03289421301076452,1.600016000160002e-05,0.00048400484004840053
126,2018-06-07 10:00:42.921407,0.4,4.000040000400005e-06,6,42,0.024276240502680714,1.600016000160002e-05,0.0004800048000480005
127,2018-06-07 10:00:44.403599,0.4,4.000040000400005e-06,1,50,0.08753178293393277,1.600016000160002e-05,0.00048400484004840053
128,2018-06-07 10:00:45.789773,0.4,4.000040000400005e-06,4,11,0.07927453875849562,1.600016000160002e-05,0.00048400484004840053
129,2018-06-07 10:00:47.249253,0.4,4.000040000400005e-06,3,20,0.08211318722025707,1.600016000160002e-05,0.00048800488004880054
130,2018-06-07 10:00:48.692433,0.4,4.000040000400005e-06,7,46,0.19080656665966736,1.600016000160002e-05,0.00048400484004840053
131,2018-06-07 10:00:50.214338,0.4,4.000040000400005e-06,2,16,0.0805614776961501,1.600016000160002e-05,0.00048400484004840053
132,2018-06-07 10:00:51.632055,0.4,4.000040000400005e-06,3,27,0.052253422605375445,1.600016000160002e-05,0.00048400484004840053
133,2018-06-07 10:00:53.084954,0.4,4.000040000400005e-06,4,26,0.19415367341529544,1.600016000160002e-05,0.00048800488004880054
134,2018-06-07 10:00:54.561254,0.4,4.000040000400005e-06,1,27,0.09785131300360433,1.600016000160002e-05,0.00048800488004880054
135,2018-06-07 10:00:56.072266,0.4,4.000040000400005e-06,3,49,0.12286340289551628,1.600016000160002e-05,0.00048400484004840053
136,2018-06-07 10:00:57.499908,0.4,4.000040000400005e-06,1,7,0.05324557704482851,1.600016000160002e-05,0.0005120051200512006
137,2018-06-07 10:00:58.892599,0.4,4.000040000400005e-06,5,20,0.03352848745690253,1.600016000160002e-05,0.00048400484004840053
138,2018-06-07 10:01:00.426070,0.4,4.000040000400005e-06,5,18,0.011850167850174254,1.600016000160002e-05,0.00048400484004840053
139,2018-06-07 10:01:01.961664,0.4,4.000040000400005e-06,7,51,0.013638831715282263,1.600016000160002e-05,0.00048400484004840053
140,2018-06-07 10:01:03.345615,0.4,4.000040000400005e-06,1,5,0.154900618498008,1.2000120001200014e-05,0.0005120051200512006
141,2018-06-07 10:01:04.794271,0.4,4.000040000400005e-06,6,31,0.0066569376490926094,1.600016000160002e-05,0.00048400484004840053
142,2018-06-07 10:01:06.224285,0.4,4.000040000400005e-06,7,2,0.08415658063706802,1.600016000160002e-05,0.0005160051600516006
143,2018-06-07 10:01:07.629813,0.4,4.000040000400005e-06,7,7,0.09300814020896325,1.2000120001200014e-05,0.0005160051600516006
144,2018-06-07 10:01:09.071408,0.4,4.000040000400005e-06,7,37,0.10860772357606002,1.600016000160002e-05,0.00048800488004880054
145,2018-06-07 10:01:10.461420,0.4,4.000040000400005e-06,6,11,0.18010450079229082,1.2000120001200014e-05,0.0004800048000480005
146,2018-06-07 10:01:11.923622,0.4,4.000040000400005e-06,5,29,0.09715033645694422,2.0000200002000023e-05,0.00048400484004840053
147,2018-06-07 10:01:13.325155,0.4,4.000040000400005e-06,2,10,0.05883539251428125,1.2000120001200014e-05,0.00048800488004880054
148,2018-06-07 10:01:14.708470,0.4,4.000040000400005e-06,2,39,0.1453902183217319,1.600016000160002e-05,0.0004800048000480005
149,2018-06-07 10:01:16.124648,0.4,4.000040000400005e-06,6,27,0.15059850076543058,1.600016000160002e-05,0.00048400484004840053
150,2018-06-07 10:01:17.583474,0.4,4.000040000400005e-06,7,12,0.0866057593738133,1.600016000160002e-05,0.00048400484004840053
151,2018-06-07 10:01:19.061275,0.4,4.000040000400005e-06,6,17,0.015389817757450986,1.600016000160002e-05,0.00048400484004840053
152,2018-06-07 10:01:20.479188,0.4,4.000040000400005e-06,4,33,0.10132379972128905,1.2000120001200014e-05,0.00048400484004840053
153,2018-06-07 10:01:21.910077,0.4,4.000040000400005e-06,0,19,0.16657751344009183,1.2000120001200014e-05,0.0004800048000480005
154,2018-06-07 10:01:23.440912,0.4,4.000040000400005e-06,2,46,0.0032316938223519998,1.600016000160002e-05,0.00048800488004880054
155,2018-06-07 10:01:24.931721,0.4,4.000040000400005e-06,1,50,0.12402676837187923,1.600016000160002e-05,0.00048400484004840053
156,2018-06-07 10:01:26.367648,0.4,4.000040000400005e-06,4,29,0.06442342524960776,1.600016000160002e-05,0.00048400484004840053
157,2018-06-07 10:01:27.874973,0.4,4.000040000400005e-06,3,33,0.15650403095848847,1.600016000160002e-05,0.00048400484004840053
158,2018-06-07 10:01:29.345267,0.4,4.000040000400005e-06,5,16,0.019402282593443922,1.600016000160002e-05,0.00048800488004880054
159,2018-06-07 10:01:30.752808,0.4,4.000040000400005e-06,1,26,0.03139856878258891,1.2000120001200014e-05,0.00048400484004840053
160,2018-06-07 10:01:32.155719,0.4,4.000040000400005e-06,6,8,0.057117252216663195,1.2000120001200014e-05,0.00048400484004840053
161,2018-06-07 10:01:33.548957,0.4,4.000040000400005e-06,4,22,0.19541344219855072,1.600016000160002e-05,0.0004800048000480005
162,2018-06-07 10:01:34.913186,0.4,4.000040000400005e-06,0,7,0.08464262557268948,1.2000120001200014e-05,0.0005120051200512006
163,2018-06-07 10:01:36.386869,0.4,4.000040000400005e-06,7,45,0.1593850234265367,1.600016000160002e-05,0.00048800488004880054
164,2018-06-07 10:01:37.832291,0.4,4.000040000400005e-06,6,26,0.08252675571810678,1.600016000160002e-05,0.00048400484004840053
165,2018-06-07 10:01:39.278769,0.4,4.000040000400005e-06,2,48,0.1430167757234826,1.600016000160002e-05,0.00048400484004840053
166,2018-06-07 10:01:40.675431,0.4,4.000040000400005e-06,6,10,0.1143924147445567,1.600016000160002e-05,0.00048800488004880054
167,2018-06-07 10:01:42.108690,0.4,4.000040000400005e-06,5,9,0.07145838548639878,1.600016000160002e-05,0.00048400484004840053
168,2018-06-07 10:01:43.526489,0.4,4.000040000400005e-06,1,16,0.18993020479057637,1.600016000160002e-05,0.00048400484004840053
169,2018-06-07 10:01:44.985940,0.4,4.000040000400005e-06,0,34,0.07757804699576237,1.600016000160002e-05,0.00048400484004840053
170,2018-06-07 10:01:46.421482,0.4,4.000040000400005e-06,2,10,0.15138834170810522,1.600016000160002e-05,0.00048400484004840053
171,2018-06-07 10:01:47.820263,0.4,4.000040000400005e-06,5,38,0.08176734726848872,1.2000120001200014e-05,0.00048400484004840053
172,2018-06-07 10:01:49.259961,0.4,4.000040000400005e-06,5,12,0.10608166220294737,1.600016000160002e-05,0.00048400484004840053
173,2018-06-07 10:01:50.683227,0.4,4.000040000400005e-06,5,48,0.09092855088474634,1.600016000160002e-05,0.00048400484004840053
174,2018-06-07 10:01:52.085465,0.4,4.000040000400005e-06,5,29,0.02064134670672009,1.600016000160002e-05,0.0004800048000480005
175,2018-06-07 10:01:53.523619,0.4,4.000040000400005e-06,1,44,0.1780509658204531,1.600016000160002e-05,0.00048400484004840053
176,2018-06-07 10:01:54.896250,0.4,4.000040000400005e-06,6,16,0.13244576094326815,1.600016000160002e-05,0.00048400484004840053
177,2018-06-07 10:01:56.392862,0.4,4.000040000400005e-06,0,50,0.12347804800897871,1.2000120001200014e-05,0.0004800048000480005
178,2018-06-07 10:01:57.752388,0.4,4.000040000400005e-06,3,25,0.021862236397270297,1.2000120001200014e-05,0.0004800048000480005
179,2018-06-07 10:01:59.269714,0.4,4.000040000400005e-06,4,2,0.19850844472020335,1.2000120001200014e-05,0.0005160051600516006
180,2018-06-07 10:02:00.713812,0.4,4.000040000400005e-06,3,29,0.06445897843076613,1.600016000160002e-05,0.00048400484004840053
181,2018-06-07 10:02:02.220680,0.4,4.000040000400005e-06,4,14,0.02617890227364175,1.600016000160002e-05,0.00048800488004880054
182,2018-06-07 10:02:03.704464,0.4,4.000040000400005e-06,5,14,0.06538169229268764,1.600016000160002e-05,0.0004800048000480005
183,2018-06-07 10:02:05.150583,0.4,4.000040000400005e-06,2,15,0.05114471670534058,1.600016000160002e-05,0.00048400484004840053
184,2018-06-07 10:02:06.499344,0.4,4.000040000400005e-06,2,40,0.10271630411762699,1.600016000160002e-05,0.00048400484004840053
185,2018-06-07 10:02:07.893168,0.4,4.000040000400005e-06,6,7,0.05053729870233841,1.600016000160002e-05,0.0005160051600516006
186,2018-06-07 10:02:09.260928,0.4,4.000040000400005e-06,6,18,0.003362626850709072,1.600016000160002e-05,0.0004920049200492005
187,2018-06-07 10:02:11.232730,0.4,4.000040000400005e-06,2,20,0.025662619638871422,2.0000200002000023e-05,0.00048400484004840053
188,2018-06-07 10:02:12.679541,0.4,4.000040000400005e-06,7,17,0.06472470714964569,1.600016000160002e-05,0.00048400484004840053
189,2018-06-07 10:02:14.043166,0.4,4.000040000400005e-06,6,8,0.11264341408913084,1.600016000160002e-05,0.00048400484004840053
