sample,time,window,precision,offset,measured
286,2018-06-07 15:30:53.978002,0.002,2.000002000002e-09,6731,0.0008433368433368434
287,2018-06-07 15:30:56.360951,0.001,1.000001000001e-09,2787,0.0003503933503933504
288,2018-06-07 15:30:58.967420,0.002,2.000002000002e-09,6771,0.0008483208483208483
289,2018-06-07 15:31:01.445993,0.001,1.000001000001e-09,3195,0.00040134840134840134
290,2018-06-07 15:31:03.965013,0.002,2.000002000002e-09,7660,0.0009594489594489595
291,2018-06-07 15:31:06.439583,0.002,2.000002000002e-09,5772,0.0007234747234747235
292,2018-06-07 15:31:07.412490,0.0004,4.0000400004000045e-09,1135,0.00014383743837438376
293,2018-06-07 15:31:09.630266,0.001,1.000001000001e-09,2768,0.0003480433480433481
294,2018-06-07 15:31:11.800785,0.001,1.000001000001e-09,2598,0.00032671232671232673
295,2018-06-07 15:31:14.242983,0.002,2.000002000002e-09,5843,0.0007323307323307323
296,2018-06-07 15:31:16.634048,0.002,2.000002000002e-09,4722,0.0005922245922245922
297,2018-06-07 15:31:19.212209,0.001,1.000001000001e-09,2849,0.00035810535810535814
298,2018-06-07 15:31:21.413985,0.001,1.000001000001e-09,2676,0.00033642733642733644
299,2018-06-07 15:31:23.981183,0.002,2.000002000002e-09,5369,0.0006730586730586731
300,2018-06-07 15:31:26.054848,0.002,2.000002000002e-09,7760,0.0009719169719169719
301,2018-06-07 15:31:28.338131,0.002,2.000002000002e-09,4561,0.0005720805720805721
302,2018-06-07 15:31:29.399308,0.0004,4.0000400004000045e-09,1541,0.0001946179461794618
303,2018-06-07 15:31:30.409469,0.0004,4.0000400004000045e-09,1218,0.00015420554205542057
304,2018-06-07 15:31:32.900800,0.002,2.000002000002e-09,6168,0.000772968772968773
305,2018-06-07 15:31:35.292287,0.002,2.000002000002e-09,7925,0.0009925849925849926
306,2018-06-07 15:31:37.831260,0.002,2.000002000002e-09,6618,0.0008291888291888292
307,2018-06-07 15:31:40.238723,0.002,2.000002000002e-09,6076,0.0007614927614927615
308,2018-06-07 15:31:42.554787,0.002,2.000002000002e-09,4997,0.0006265806265806266
309,2018-06-07 15:31:44.741604,0.002,2.000002000002e-09,6916,0.0008664028664028664
310,2018-06-07 15:31:45.681758,0.0004,4.0000400004000045e-09,1329,0.0001681656816568166
311,2018-06-07 15:31:48.606949,0.002,2.000002000002e-09,6139,0.0007693407693407693
312,2018-06-07 15:31:50.784625,0.002,2.000002000002e-09,7457,0.000934048934048934
313,2018-06-07 15:31:52.999476,0.001,1.000001000001e-09,2483,0.00031234131234131237
314,2018-06-07 15:31:55.449747,0.002,2.000002000002e-09,6280,0.000786916786916787
315,2018-06-07 15:31:58.025001,0.001,1.000001000001e-09,3799,0.0004768504768504769
316,2018-06-07 15:32:00.487999,0.002,2.000002000002e-09,6752,0.000845938845938846
317,2018-06-07 15:32:03.461102,0.001,1.000001000001e-09,3359,0.0004219034219034219
318,2018-06-07 15:32:05.627245,0.001,1.000001000001e-09,3695,0.0004638084638084638
319,2018-06-07 15:32:07.962588,0.001,1.000001000001e-09,1740,0.00021945721945721946
320,2018-06-07 15:32:10.560987,0.001,1.000001000001e-09,3055,0.0003838513838513839
321,2018-06-07 15:32:13.236893,0.002,2.000002000002e-09,7498,0.0009392509392509393
322,2018-06-07 15:32:15.334749,0.001,1.000001000001e-09,1677,0.00021163721163721164
323,2018-06-07 15:32:16.376473,0.0004,4.0000400004000045e-09,1536,0.00019400994009940103
324,2018-06-07 15:32:18.668947,0.002,2.000002000002e-09,5643,0.0007073567073567074
325,2018-06-07 15:32:21.162449,0.002,2.000002000002e-09,7660,0.0009594829594829596
326,2018-06-07 15:32:23.461809,0.002,2.000002000002e-09,6565,0.0008225888225888227
327,2018-06-07 15:32:25.711287,0.002,2.000002000002e-09,7378,0.0009241889241889242
328,2018-06-07 15:32:28.290580,0.001,1.000001000001e-09,1662,0.00020973220973220973
329,2018-06-07 15:32:29.259414,0.0004,4.0000400004000045e-09,1269,0.00016055760557605577
330,2018-06-07 15:32:31.477849,0.001,1.000001000001e-09,3464,0.00043496143496143496
331,2018-06-07 15:32:33.818915,0.002,2.000002000002e-09,7590,0.0009507429507429508
332,2018-06-07 15:32:36.081329,0.001,1.000001000001e-09,3406,0.00042772642772642775
333,2018-06-07 15:32:38.518815,0.002,2.000002000002e-09,5466,0.0006851426851426851
334,2018-06-07 15:32:40.768390,0.002,2.000002000002e-09,6793,0.000851040851040851
335,2018-06-07 15:32:43.031088,0.001,1.000001000001e-09,2612,0.00032846132846132845
336,2018-06-07 15:32:45.294430,0.001,1.000001000001e-09,2569,0.00032316732316732316
337,2018-06-07 15:32:47.579203,0.001,1.000001000001e-09,2918,0.0003666813666813667
338,2018-06-07 15:32:49.878763,0.002,2.000002000002e-09,6256,0.000783952783952784
339,2018-06-07 15:32:52.084482,0.001,1.000001000001e-09,3296,0.00041399741399741403
340,2018-06-07 15:32:54.621139,0.002,2.000002000002e-09,7812,0.0009784389784389784
341,2018-06-07 15:32:57.037300,0.002,2.000002000002e-09,5420,0.0006794926794926795
342,2018-06-07 15:32:59.354960,0.002,2.000002000002e-09,5056,0.000634000634000634
343,2018-06-07 15:33:01.817608,0.001,1.000001000001e-09,2628,0.00033051433051433055
344,2018-06-07 15:33:04.282496,0.002,2.000002000002e-09,6534,0.0008186508186508187
345,2018-06-07 15:33:06.739858,0.001,1.000001000001e-09,3224,0.000404978404978405
346,2018-06-07 15:33:09.481397,0.001,1.000001000001e-09,3174,0.0003986673986673987
347,2018-06-07 15:33:11.889997,0.002,2.000002000002e-09,4367,0.0005478045478045479
348,2018-06-07 15:33:14.095472,0.002,2.000002000002e-09,7598,0.0009517609517609518
349,2018-06-07 15:33:15.022504,0.0004,4.0000400004000045e-09,884,0.00011246512465124652
350,2018-06-07 15:33:17.353856,0.002,2.000002000002e-09,4118,0.0005167365167365167
351,2018-06-07 15:33:19.787931,0.001,1.000001000001e-09,2116,0.0002664322664322664
352,2018-06-07 15:33:22.082008,0.002,2.000002000002e-09,5870,0.0007357407357407357
353,2018-06-07 15:33:24.260637,0.002,2.000002000002e-09,5951,0.0007458327458327458
354,2018-06-07 15:33:26.620485,0.001,1.000001000001e-09,2206,0.0002777402777402777
355,2018-06-07 15:33:29.071369,0.002,2.000002000002e-09,5512,0.000690940690940691
356,2018-06-07 15:33:31.460423,0.002,2.000002000002e-09,6347,0.0007953407953407954
357,2018-06-07 15:33:33.763756,0.001,1.000001000001e-09,2990,0.0003757033757033757
358,2018-06-07 15:33:36.423102,0.001,1.000001000001e-09,2998,0.0003767073767073767
359,2018-06-07 15:33:37.555668,0.0004,4.0000400004000045e-09,1039,0.00013191331913319136
360,2018-06-07 15:33:39.952548,0.002,2.000002000002e-09,7388,0.0009254069254069254
361,2018-06-07 15:33:42.262105,0.001,1.000001000001e-09,1992,0.000250994250994251
362,2018-06-07 15:33:43.269816,0.0004,4.0000400004000045e-09,1389,0.000175549755497555
363,2018-06-07 15:33:45.714980,0.002,2.000002000002e-09,5344,0.0006698926698926699
364,2018-06-07 15:33:48.051837,0.002,2.000002000002e-09,5884,0.0007374427374427375
365,2018-06-07 15:33:50.868755,0.002,2.000002000002e-09,5926,0.0007427287427287428
366,2018-06-07 15:33:53.254395,0.002,2.000002000002e-09,4140,0.0005194685194685194
367,2018-06-07 15:33:55.592150,0.002,2.000002000002e-09,4195,0.0005263665263665263
368,2018-06-07 15:33:56.576120,0.0004,4.0000400004000045e-09,1152,0.00014600546005460056
369,2018-06-07 15:33:59.122072,0.002,2.000002000002e-09,6160,0.0007719427719427719
370,2018-06-07 15:34:01.440704,0.001,1.000001000001e-09,2195,0.0002763002763002763
371,2018-06-07 15:34:03.990786,0.001,1.000001000001e-09,3373,0.00042352342352342356
372,2018-06-07 15:34:06.310214,0.002,2.000002000002e-09,4691,0.0005882625882625883
373,2018-06-07 15:34:08.904508,0.002,2.000002000002e-09,4880,0.000611940611940612
374,2018-06-07 15:34:11.254321,0.002,2.000002000002e-09,5135,0.0006438726438726439
375,2018-06-07 15:34:13.799671,0.002,2.000002000002e-09,4972,0.0006234886234886235
376,2018-06-07 15:34:16.088918,0.002,2.000002000002e-09,4294,0.0005387345387345388
377,2018-06-07 15:34:17.031496,0.0004,4.0000400004000045e-09,1231,0.00015582155821558218
378,2018-06-07 15:34:19.516785,0.001,1.000001000001e-09,3430,0.0004306924306924307
379,2018-06-07 15:34:21.872395,0.002,2.000002000002e-09,4272,0.000535960535960536
380,2018-06-07 15:34:24.202837,0.002,2.000002000002e-09,6152,0.000770976770976771
381,2018-06-07 15:34:26.808395,0.002,2.000002000002e-09,7239,0.0009068209068209068
382,2018-06-07 15:34:29.004607,0.002,2.000002000002e-09,6968,0.000872950872950873
383,2018-06-07 15:34:31.216961,0.001,1.000001000001e-09,1921,0.00024206024206024207
384,2018-06-07 15:34:33.420812,0.001,1.000001000001e-09,3633,0.0004560784560784561
385,2018-06-07 15:34:36.085984,0.002,2.000002000002e-09,5522,0.0006922126922126922
386,2018-06-07 15:34:37.094366,0.0004,4.0000400004000045e-09,1365,0.00017260172601726018
387,2018-06-07 15:34:39.783352,0.002,2.000002000002e-09,4012,0.0005033945033945034
388,2018-06-07 15:34:42.195129,0.001,1.000001000001e-09,3265,0.0004101204101204101
389,2018-06-07 15:34:43.135462,0.0004,4.0000400004000045e-09,1308,0.0001654856548565486
390,2018-06-07 15:34:44.140535,0.0004,4.0000400004000045e-09,1533,0.00019350993509935103
391,2018-06-07 15:34:46.154431,0.001,1.000001000001e-09,3252,0.0004084924084924085
392,2018-06-07 15:34:48.512345,0.001,1.000001000001e-09,1780,0.0002243892243892244
393,2018-06-07 15:34:50.887312,0.001,1.000001000001e-09,2698,0.0003392373392373392
394,2018-06-07 15:34:53.193280,0.002,2.000002000002e-09,4613,0.0005785905785905786
395,2018-06-07 15:34:54.132008,0.0004,4.0000400004000045e-09,1409,0.0001781017810178102
396,2018-06-07 15:34:56.381192,0.002,2.000002000002e-09,7219,0.0009042869042869043
397,2018-06-07 15:34:58.709578,0.002,2.000002000002e-09,5914,0.0007412447412447412
398,2018-06-07 15:35:00.983586,0.002,2.000002000002e-09,6827,0.0008553568553568554
399,2018-06-07 15:35:03.189197,0.001,1.000001000001e-09,3520,0.00044195844195844196
400,2018-06-07 15:35:05.514582,0.001,1.000001000001e-09,2499,0.00031433931433931436
401,2018-06-07 15:35:07.747308,0.002,2.000002000002e-09,7714,0.0009661509661509661
402,2018-06-07 15:35:09.852572,0.002,2.000002000002e-09,4900,0.0006144866144866145
403,2018-06-07 15:35:11.963610,0.002,2.000002000002e-09,7508,0.0009403969403969405
404,2018-06-07 15:35:12.945679,0.0004,4.0000400004000045e-09,877,0.00011159711597115973
405,2018-06-07 15:35:15.168735,0.001,1.000001000001e-09,2010,0.00025322325322325325
406,2018-06-07 15:35:17.470497,0.001,1.000001000001e-09,1749,0.00022053422053422054
407,2018-06-07 15:35:19.768511,0.002,2.000002000002e-09,7155,0.0008962968962968963
408,2018-06-07 15:35:22.214445,0.002,2.000002000002e-09,6805,0.0008526228526228527
409,2018-06-07 15:35:24.299412,0.001,1.000001000001e-09,1732,0.0002184922184922185
410,2018-06-07 15:35:26.583573,0.002,2.000002000002e-09,6791,0.0008507688507688508
411,2018-06-07 15:35:28.707200,0.002,2.000002000002e-09,4953,0.000621042621042621
412,2018-06-07 15:35:30.647697,0.002,2.000002000002e-09,6352,0.000795996795996796
413,2018-06-07 15:35:32.950283,0.002,2.000002000002e-09,7399,0.0009268149268149269
414,2018-06-07 15:35:33.881245,0.0004,4.0000400004000045e-09,1509,0.00019051390513905142
415,2018-06-07 15:35:36.120332,0.001,1.000001000001e-09,2714,0.0003411873411873412
416,2018-06-07 15:35:38.527267,0.002,2.000002000002e-09,5209,0.000653062653062653
417,2018-06-07 15:35:40.941313,0.001,1.000001000001e-09,2918,0.0003666793666793667
418,2018-06-07 15:35:43.310033,0.001,1.000001000001e-09,1899,0.00023937123937123938
419,2018-06-07 15:35:45.768994,0.001,1.000001000001e-09,3033,0.0003810403810403811
420,2018-06-07 15:35:48.284159,0.002,2.000002000002e-09,6885,0.0008625808625808626
421,2018-06-07 15:35:50.569193,0.002,2.000002000002e-09,7309,0.0009155749155749156
422,2018-06-07 15:35:52.921887,0.001,1.000001000001e-09,2373,0.00029852829852829854
423,2018-06-07 15:35:55.305758,0.002,2.000002000002e-09,6400,0.000801960801960802
424,2018-06-07 15:35:57.436113,0.002,2.000002000002e-09,7544,0.000944988944988945
425,2018-06-07 15:35:59.609664,0.002,2.000002000002e-09,4987,0.0006253826253826254
426,2018-06-07 15:36:01.755631,0.002,2.000002000002e-09,6820,0.0008544768544768545
427,2018-06-07 15:36:04.082784,0.002,2.000002000002e-09,7169,0.0008981308981308981
428,2018-06-07 15:36:06.557045,0.002,2.000002000002e-09,7810,0.000978150978150978
429,2018-06-07 15:36:08.707052,0.002,2.000002000002e-09,4378,0.0005491865491865492
430,2018-06-07 15:36:11.067251,0.002,2.000002000002e-09,5016,0.000628968628968629
431,2018-06-07 15:36:13.272167,0.002,2.000002000002e-09,5541,0.0006945646945646945
432,2018-06-07 15:36:15.361257,0.002,2.000002000002e-09,7619,0.0009542809542809543
433,2018-06-07 15:36:17.570515,0.001,1.000001000001e-09,3674,0.0004612054612054612
434,2018-06-07 15:36:18.515276,0.0004,4.0000400004000045e-09,1262,0.00015979359793597938
435,2018-06-07 15:36:20.708540,0.001,1.000001000001e-09,3546,0.0004451924451924452
436,2018-06-07 15:36:22.977822,0.002,2.000002000002e-09,4994,0.0006261846261846262
437,2018-06-07 15:36:23.917309,0.0004,4.0000400004000045e-09,984,0.00012495724957249573
438,2018-06-07 15:36:26.080922,0.002,2.000002000002e-09,6593,0.0008260888260888261
439,2018-06-07 15:36:27.099994,0.0004,4.0000400004000045e-09,1462,0.000184749847498475
440,2018-06-07 15:36:28.067790,0.0004,4.0000400004000045e-09,1206,0.00015270552705527057
441,2018-06-07 15:36:30.190878,0.002,2.000002000002e-09,5174,0.0006487546487546487
442,2018-06-07 15:36:32.508525,0.002,2.000002000002e-09,7604,0.0009524489524489524
443,2018-06-07 15:36:34.782740,0.002,2.000002000002e-09,6546,0.0008202288202288203
444,2018-06-07 15:36:36.970903,0.002,2.000002000002e-09,4803,0.0006023106023106023
445,2018-06-07 15:36:39.108813,0.002,2.000002000002e-09,7055,0.0008838588838588839
446,2018-06-07 15:36:41.248185,0.001,1.000001000001e-09,1679,0.0002118112118112118
447,2018-06-07 15:36:43.775180,0.001,1.000001000001e-09,3264,0.00040992840992840995
448,2018-06-07 15:36:46.281989,0.002,2.000002000002e-09,4605,0.0005776685776685777
449,2018-06-07 15:36:48.649321,0.001,1.000001000001e-09,3003,0.0003774103774103774
450,2018-06-07 15:36:50.884984,0.002,2.000002000002e-09,6282,0.0007871907871907872
451,2018-06-07 15:36:53.248346,0.001,1.000001000001e-09,1603,0.00020231120231120232
452,2018-06-07 15:36:54.200194,0.0004,4.0000400004000045e-09,1042,0.00013224132241322414
453,2018-06-07 15:36:56.878959,0.002,2.000002000002e-09,5024,0.00063002863002863
454,2018-06-07 15:36:59.213417,0.001,1.000001000001e-09,2237,0.0002815602815602816
455,2018-06-07 15:37:01.554015,0.002,2.000002000002e-09,7800,0.0009769309769309769
456,2018-06-07 15:37:03.741566,0.001,1.000001000001e-09,2739,0.00034441034441034445
457,2018-06-07 15:37:05.970391,0.001,1.000001000001e-09,2001,0.0002520582520582521
458,2018-06-07 15:37:08.322784,0.002,2.000002000002e-09,4787,0.0006003166003166003
459,2018-06-07 15:37:10.461963,0.002,2.000002000002e-09,5526,0.0006927826927826928
460,2018-06-07 15:37:11.514247,0.0004,4.0000400004000045e-09,988,0.00012554125541255415
461,2018-06-07 15:37:14.344606,0.002,2.000002000002e-09,5970,0.0007482327482327483
462,2018-06-07 15:37:16.654801,0.002,2.000002000002e-09,4544,0.00056997456997457
463,2018-06-07 15:37:18.925108,0.001,1.000001000001e-09,2065,0.00026015126015126015
464,2018-06-07 15:37:19.869025,0.0004,4.0000400004000045e-09,1164,0.00014753347533475337
465,2018-06-07 15:37:22.180948,0.001,1.000001000001e-09,3053,0.00038363338363338366
466,2018-06-07 15:37:24.615949,0.002,2.000002000002e-09,7117,0.0008915288915288916
467,2018-06-07 15:37:25.640508,0.0004,4.0000400004000045e-09,1500,0.0001894818948189482
468,2018-06-07 15:37:27.893049,0.002,2.000002000002e-09,4156,0.0005214665214665215
469,2018-06-07 15:37:29.989835,0.002,2.000002000002e-09,4451,0.0005584105584105584
470,2018-06-07 15:37:31.044895,0.0004,4.0000400004000045e-09,909,0.00011561715617156173
471,2018-06-07 15:37:32.071765,0.0004,4.0000400004000045e-09,900,0.00011452514525145253
472,2018-06-07 15:37:34.378883,0.002,2.000002000002e-09,7953,0.000996094996094996
473,2018-06-07 15:37:36.654455,0.001,1.000001000001e-09,3798,0.0004767954767954768
474,2018-06-07 15:37:38.792351,0.001,1.000001000001e-09,2061,0.00025961825961825965
475,2018-06-07 15:37:40.952271,0.002,2.000002000002e-09,7521,0.0009420209420209421
476,2018-06-07 15:37:43.522827,0.001,1.000001000001e-09,3794,0.0004761844761844762
477,2018-06-07 15:37:46.050918,0.001,1.000001000001e-09,3754,0.0004712604712604713
478,2018-06-07 15:37:48.368923,0.001,1.000001000001e-09,3130,0.0003932043932043932
479,2018-06-07 15:37:50.597849,0.001,1.000001000001e-09,1856,0.000233987233987234
480,2018-06-07 15:37:53.280560,0.001,1.000001000001e-09,1748,0.00022043622043622045
481,2018-06-07 15:37:55.679535,0.001,1.000001000001e-09,2578,0.0003242893242893243
482,2018-06-07 15:37:58.203737,0.002,2.000002000002e-09,5023,0.0006298346298346299
483,2018-06-07 15:38:00.521092,0.002,2.000002000002e-09,5195,0.0006513106513106514
484,2018-06-07 15:38:02.679835,0.002,2.000002000002e-09,5538,0.0006942066942066942
485,2018-06-07 15:38:03.691707,0.0004,4.0000400004000045e-09,1099,0.00013934139341393415
486,2018-06-07 15:38:06.065467,0.001,1.000001000001e-09,3228,0.00040544540544540543
487,2018-06-07 15:38:08.211808,0.002,2.000002000002e-09,6396,0.0008014888014888015
488,2018-06-07 15:38:10.358547,0.002,2.000002000002e-09,5069,0.0006356246356246356
489,2018-06-07 15:38:12.470879,0.002,2.000002000002e-09,7275,0.0009113389113389114
490,2018-06-07 15:38:14.724262,0.001,1.000001000001e-09,2354,0.00029625129625129626
491,2018-06-07 15:38:17.063651,0.002,2.000002000002e-09,6239,0.0007818787818787819
492,2018-06-07 15:38:19.226858,0.002,2.000002000002e-09,6910,0.0008657308657308658
493,2018-06-07 15:38:21.335527,0.001,1.000001000001e-09,3471,0.00043587043587043587
494,2018-06-07 15:38:23.405510,0.001,1.000001000001e-09,3514,0.0004411754411754412
495,2018-06-07 15:38:25.510281,0.002,2.000002000002e-09,6361,0.0007970907970907971
496,2018-06-07 15:38:27.862407,0.001,1.000001000001e-09,2086,0.0002626932626932627
497,2018-06-07 15:38:28.843008,0.0004,4.0000400004000045e-09,1453,0.0001836338363383634
498,2018-06-07 15:38:29.816680,0.0004,4.0000400004000045e-09,1597,0.00020157001570015703
499,2018-06-07 15:38:32.284954,0.001,1.000001000001e-09,3726,0.0004676804676804677
500,2018-06-07 15:38:34.569817,0.001,1.000001000001e-09,2063,0.0002598212598212598
501,2018-06-07 15:38:37.032146,0.002,2.000002000002e-09,6032,0.000755964755964756
502,2018-06-07 15:38:39.292287,0.001,1.000001000001e-09,1763,0.0002222962222962223
503,2018-06-07 15:38:41.530749,0.002,2.000002000002e-09,4885,0.0006126166126166127
504,2018-06-07 15:38:43.725721,0.001,1.000001000001e-09,3496,0.00043894543894543896
505,2018-06-07 15:38:46.198830,0.002,2.000002000002e-09,5508,0.0006904906904906905
506,2018-06-07 15:38:48.558419,0.001,1.000001000001e-09,2636,0.00033154433154433156
507,2018-06-07 15:38:50.792973,0.002,2.000002000002e-09,5970,0.0007481927481927482
508,2018-06-07 15:38:51.773873,0.0004,4.0000400004000045e-09,1197,0.00015163751637516378
509,2018-06-07 15:38:52.741394,0.0004,4.0000400004000045e-09,1424,0.0001799417994179942
510,2018-06-07 15:38:55.213548,0.002,2.000002000002e-09,7183,0.0008998688998689
511,2018-06-07 15:38:57.496639,0.002,2.000002000002e-09,4567,0.0005728985728985729
512,2018-06-07 15:38:59.774328,0.001,1.000001000001e-09,2839,0.00035685035685035685
513,2018-06-07 15:39:02.413051,0.002,2.000002000002e-09,6160,0.000772002772002772
514,2018-06-07 15:39:04.697817,0.001,1.000001000001e-09,2741,0.0003446043446043446
515,2018-06-07 15:39:07.043251,0.001,1.000001000001e-09,2897,0.00036413236413236416
516,2018-06-07 15:39:09.419688,0.002,2.000002000002e-09,7799,0.000976880976880977
517,2018-06-07 15:39:11.974300,0.001,1.000001000001e-09,3962,0.0004972744972744973
518,2018-06-07 15:39:14.541285,0.002,2.000002000002e-09,7096,0.0008890028890028891
519,2018-06-07 15:39:17.133804,0.002,2.000002000002e-09,6940,0.0008694208694208695
520,2018-06-07 15:39:18.184091,0.0004,4.0000400004000045e-09,842,0.00010724107241072412
521,2018-06-07 15:39:20.704519,0.002,2.000002000002e-09,5037,0.0006315986315986316
522,2018-06-07 15:39:22.862126,0.001,1.000001000001e-09,3483,0.0004373934373934374
523,2018-06-07 15:39:25.065185,0.002,2.000002000002e-09,6809,0.0008530208530208531
524,2018-06-07 15:39:27.472369,0.002,2.000002000002e-09,4641,0.0005820705820705821
525,2018-06-07 15:39:29.744279,0.002,2.000002000002e-09,7290,0.0009132409132409133
526,2018-06-07 15:39:32.078130,0.002,2.000002000002e-09,5315,0.0006662666662666663
527,2018-06-07 15:39:34.439561,0.002,2.000002000002e-09,5738,0.0007192587192587193
528,2018-06-07 15:39:36.560941,0.001,1.000001000001e-09,1707,0.00021531621531621533
529,2018-06-07 15:39:38.860100,0.002,2.000002000002e-09,5684,0.0007124567124567124
530,2018-06-07 15:39:41.447913,0.001,1.000001000001e-09,3605,0.00045255245255245254
531,2018-06-07 15:39:43.868276,0.001,1.000001000001e-09,2255,0.00028388328388328387
532,2018-06-07 15:39:46.441092,0.002,2.000002000002e-09,4135,0.0005189185189185189
533,2018-06-07 15:39:49.037907,0.001,1.000001000001e-09,3240,0.00040695740695740696
534,2018-06-07 15:39:51.281062,0.002,2.000002000002e-09,5557,0.0006966006966006966
535,2018-06-07 15:39:53.490273,0.002,2.000002000002e-09,4473,0.0005610985610985611
536,2018-06-07 15:39:55.737319,0.002,2.000002000002e-09,7782,0.0009746489746489746
537,2018-06-07 15:39:57.957899,0.002,2.000002000002e-09,4458,0.0005592465592465592
538,2018-06-07 15:40:00.291280,0.002,2.000002000002e-09,7339,0.0009193149193149193
539,2018-06-07 15:40:01.271353,0.0004,4.0000400004000045e-09,842,0.00010717707177071771
540,2018-06-07 15:40:03.507629,0.001,1.000001000001e-09,2371,0.00029835929835929836
541,2018-06-07 15:40:05.797083,0.002,2.000002000002e-09,5254,0.0006587426587426588
542,2018-06-07 15:40:06.729745,0.0004,4.0000400004000045e-09,1475,0.000186409864098641
543,2018-06-07 15:40:08.837002,0.001,1.000001000001e-09,3158,0.0003967263967263967
544,2018-06-07 15:40:11.396776,0.002,2.000002000002e-09,7638,0.0009567589567589568
545,2018-06-07 15:40:13.608908,0.002,2.000002000002e-09,4979,0.0006243226243226244
546,2018-06-07 15:40:15.858785,0.002,2.000002000002e-09,7980,0.0009994949994949994
547,2018-06-07 15:40:18.071921,0.002,2.000002000002e-09,6585,0.0008250768250768251
548,2018-06-07 15:40:20.768804,0.001,1.000001000001e-09,3166,0.00039774039774039774
549,2018-06-07 15:40:23.120261,0.001,1.000001000001e-09,2317,0.00029162029162029164
550,2018-06-07 15:40:25.469888,0.001,1.000001000001e-09,2766,0.0003477723477723478
551,2018-06-07 15:40:27.758512,0.002,2.000002000002e-09,5474,0.0006862106862106862
552,2018-06-07 15:40:30.054213,0.002,2.000002000002e-09,6282,0.0007871387871387871
553,2018-06-07 15:40:32.366738,0.002,2.000002000002e-09,5177,0.0006491286491286492
554,2018-06-07 15:40:34.815527,0.002,2.000002000002e-09,4724,0.0005924105924105924
555,2018-06-07 15:40:37.259184,0.002,2.000002000002e-09,4401,0.0005521085521085522
556,2018-06-07 15:40:39.319818,0.002,2.000002000002e-09,5257,0.0006591066591066591
557,2018-06-07 15:40:41.599884,0.002,2.000002000002e-09,7998,0.0010017290017290017
558,2018-06-07 15:40:43.922836,0.001,1.000001000001e-09,2567,0.0003229003229003229
559,2018-06-07 15:40:46.476598,0.002,2.000002000002e-09,5381,0.0006745526745526746
560,2018-06-07 15:40:47.486743,0.0004,4.0000400004000045e-09,1504,0.0001899618996189962
561,2018-06-07 15:40:49.771631,0.001,1.000001000001e-09,3922,0.0004922174922174922
562,2018-06-07 15:40:52.261668,0.002,2.000002000002e-09,7242,0.0009072169072169073
563,2018-06-07 15:40:54.525833,0.001,1.000001000001e-09,3419,0.0004294074294074294
564,2018-06-07 15:40:57.006766,0.002,2.000002000002e-09,5802,0.0007271587271587272
565,2018-06-07 15:40:59.214253,0.002,2.000002000002e-09,4443,0.0005572845572845573
566,2018-06-07 15:41:01.575537,0.001,1.000001000001e-09,3588,0.00045041745041745046
567,2018-06-07 15:41:03.914668,0.002,2.000002000002e-09,7373,0.0009236049236049236
568,2018-06-07 15:41:06.092870,0.002,2.000002000002e-09,6888,0.000862922862922863
569,2018-06-07 15:41:07.084139,0.0004,4.0000400004000045e-09,1123,0.00014235742357423576
570,2018-06-07 15:41:09.475868,0.001,1.000001000001e-09,3296,0.00041402141402141403
571,2018-06-07 15:41:11.838059,0.002,2.000002000002e-09,4377,0.0005491085491085491
